rank,fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct,potential_score,pctile_growth_index,pctile_return_rate_amount,pctile_discount_intensity,pctile_net_share_pct,score_excl_discount
1162,Mom,1520,5954.0871,12681.2771,-6727.19,1172.2909,8,24,5099.1071,7582.17,0.1958,1.487,0.5305,0.1006,0.0334,23.9,37.9,13.0,9.6,23.8,27.5
1163,Mom,1517,7355.7505,19657.5105,-12301.76,408.8727,8,38,10025.4254,9632.0852,-0.02,0.9608,0.6258,0.045,0.0413,23.9,23.8,7.4,36.9,34.1,20.6
1164,Super Skinny,1848,5163.196,11299.486,-6136.29,245.4546,6,20,7284.5327,4014.9533,-0.2894,0.5512,0.5431,0.0213,0.029,23.8,10.9,11.7,69.5,17.5,12.4
1165,Super Skinny,1837,3935.3362,10029.8162,-6094.48,43.6364,4,17,4207.9462,5821.87,0.1609,1.3835,0.6076,0.0535,0.0221,23.5,35.7,8.0,28.5,10.4,22.3
1166,Mom,1842,7389.8627,11717.0827,-4327.22,555.5,9,19,8717.1127,2999.97,-0.4879,0.3441,0.3693,0.0453,0.0414,23.4,6.3,33.2,36.7,34.6,20.0
1167,Super Skinny,1885,2332.0633,8030.1833,-5698.12,262.6182,3,15,3208.8547,4821.3286,0.2008,1.5025,0.7096,0.0516,0.0131,23.3,38.6,4.3,29.8,5.2,21.6
1168,Mom,1575,6537.6069,18410.1869,-11872.58,686.3636,8,36,8202.07,10208.1169,0.109,1.2446,0.6449,0.0601,0.0367,23.2,32.1,6.1,22.7,28.7,23.3
1169,Slim Straight,1556,5259.6331,8077.7831,-2818.15,300.0,6,12,6986.8831,1090.9,-0.7299,0.1561,0.3489,0.0358,0.0295,22.9,2.1,37.4,49.5,18.6,16.2
1170,Mom,1832,4918.5953,9009.4453,-4090.85,1085.6455,7,17,3821.4,5188.0453,0.1517,1.3576,0.4541,0.1075,0.0276,22.8,34.8,19.2,8.2,15.9,26.4
1171,Slim Straight,1646,4404.4873,8949.8973,-4545.41,900.0,5,15,3513.5873,5436.31,0.2148,1.5472,0.5079,0.1206,0.0247,22.7,39.9,14.3,6.5,12.5,26.8
1172,Mom,1652,12806.1823,21140.5923,-8334.41,3706.0455,21,47,13249.7723,7890.82,-0.2535,0.5955,0.3942,0.2037,0.0718,22.6,11.9,27.8,2.1,69.6,27.7
1173,Wide Leg,1755,5837.83,7974.17,-2136.34,1843.9091,9,15,4833.28,3140.89,-0.2122,0.6498,0.2679,0.2319,0.0327,22.6,13.6,53.9,1.3,23.0,28.0
1174,Super Skinny,1674,4068.4608,7426.6108,-3358.15,-187.2636,4,12,3999.95,3426.6608,-0.0772,0.8567,0.4522,0.0422,0.0228,22.6,20.1,19.3,40.5,10.9,18.1
1175,Wide Leg,1818,6371.921,9621.881,-3249.96,1118.5546,9,17,5254.5,4367.381,-0.0922,0.8312,0.3378,0.1402,0.0357,22.6,19.5,39.7,4.0,27.0,27.2
1176,Slim Straight,1694,5226.2827,8135.3427,-2909.06,300.0,6,12,7044.4427,1090.9,-0.7318,0.1549,0.3576,0.0356,0.0293,22.3,2.0,35.2,49.7,18.2,15.4
1177,Super Skinny,1689,2347.3847,6556.4747,-4209.09,-194.0182,3,13,5556.4847,999.99,-0.695,0.18,0.642,0.0,0.0132,22.1,2.7,6.2,93.3,5.3,4.3
1178,Super Skinny,1675,4099.41,7027.19,-2927.78,173.2636,5,11,4663.57,2363.62,-0.3273,0.5068,0.4166,0.0338,0.023,22.1,9.6,24.4,52.3,11.2,14.5
1179,Flare,1607,6204.4239,10386.1839,-4181.76,545.4545,7,17,6386.2239,3999.96,-0.2298,0.6263,0.4026,0.0499,0.0348,22.0,12.9,26.8,31.4,25.7,19.6
1180,Slim Straight,1662,5589.9154,10108.0454,-4518.13,300.0,6,16,7926.2454,2181.8,-0.5683,0.2753,0.447,0.0288,0.0314,21.9,5.0,19.7,59.0,21.1,12.6
1181,Mom,1843,3872.9118,10578.4218,-6705.51,162.5909,4,20,7669.3618,2909.06,-0.45,0.3793,0.6339,0.0151,0.0217,21.8,7.3,6.6,78.3,10.3,7.6
1182,Mom,1661,4073.9093,9646.5593,-5572.65,145.4546,4,18,5127.2127,4519.3465,-0.063,0.8814,0.5777,0.0389,0.0228,21.6,21.2,9.5,45.2,11.0,15.6
1183,Skinny,1556,3793.1212,7382.3012,-3589.18,142.6,3,11,6109.5812,1272.72,-0.6552,0.2083,0.4862,0.019,0.0213,21.4,3.6,15.9,72.5,9.8,8.6
1184,Slim Straight,1813,6293.59,10072.62,-3779.03,470.0,6,16,5727.21,4345.41,-0.1372,0.7587,0.3752,0.0843,0.0353,21.3,16.8,31.6,13.6,26.4,23.2
1185,Mom,1864,3519.0455,25634.9555,-22115.91,85.8273,2,56,13389.6355,12245.32,-0.0446,0.9145,0.8627,0.0335,0.0197,21.2,22.4,1.9,52.7,8.4,13.4
1186,Mom,1755,3755.18,10054.42,-6299.24,327.2727,4,20,4845.39,5209.03,0.0362,1.075,0.6265,0.0466,0.0211,21.0,26.9,7.3,34.6,9.6,17.5
1187,Mom,1698,3790.5021,7090.4621,-3299.96,-30.7455,4,12,4301.7221,2788.74,-0.2134,0.6483,0.4654,0.0366,0.0213,21.0,13.3,18.2,48.3,9.7,14.2
1188,Mom,1649,10556.9526,17556.8626,-6999.91,1408.6273,14,30,12984.1826,4572.68,-0.4791,0.3522,0.3987,0.0874,0.0592,20.7,6.7,27.2,12.2,58.3,22.8
1189,Mom,1926,9930.5483,15902.1383,-5971.59,1114.5455,12,28,11951.8483,3950.29,-0.5032,0.3305,0.3755,0.1031,0.0557,20.2,6.1,31.4,9.0,54.2,23.0
1190,Slim Straight,1654,4848.0351,6459.7751,-1611.74,600.0,6,10,5059.7951,1399.98,-0.5666,0.2767,0.2495,0.1327,0.0272,20.0,5.1,58.6,5.0,15.5,23.8
1191,Slim Straight,1699,4843.9299,12099.4099,-7255.48,0.0,5,21,9399.4399,2699.97,-0.5537,0.2872,0.5997,0.0242,0.0272,19.7,5.2,8.4,65.9,15.3,8.1
1192,Super Skinny,1652,3589.5726,6105.9026,-2516.33,885.7909,6,12,2885.06,3220.8426,0.055,1.1164,0.4121,0.148,0.0201,19.7,28.3,25.3,3.6,9.0,23.7
1193,Mom,1551,4585.7877,8040.2877,-3454.5,314.7909,6,14,6105.1077,1935.18,-0.5186,0.317,0.4296,0.0377,0.0257,19.2,5.8,22.1,46.8,13.4,12.3
1194,Super Skinny,1914,1752.9482,5141.7582,-3388.81,28.8545,2,10,2596.32,2545.4382,-0.0099,0.9804,0.6591,0.0446,0.0098,19.2,24.4,5.8,37.6,3.4,14.6
1195,Mom,1657,5851.3241,10426.7441,-4575.42,1094.6728,8,20,5436.29,4990.4541,-0.0428,0.918,0.4388,0.1205,0.0328,19.0,22.5,20.8,6.6,23.0,22.1
1196,Slim Straight,1920,4920.5236,6738.6836,-1818.16,600.0,6,10,6738.6836,0.0,-1.0,0.0,0.2698,0.0818,0.0276,18.7,0.5,53.4,13.8,16.0,19.9
1197,Mom,1879,9062.95,20472.07,-11409.12,2338.1273,12,42,11115.27,9356.8,-0.0859,0.8418,0.5573,0.1316,0.0508,18.6,19.8,10.2,5.1,47.3,22.0
1198,Mom,1667,6239.0279,19232.4779,-12993.45,762.9,7,41,9175.4879,10056.99,0.0458,1.0961,0.6756,0.0921,0.035,18.6,27.7,5.4,11.1,26.0,20.4
1199,Mom,1558,3473.9727,8837.5327,-5363.56,-564.4636,4,18,5255.3027,3582.23,-0.1893,0.6816,0.6069,0.0375,0.0195,18.4,14.4,8.1,47.0,8.2,11.3
1200,Slim Straight,1923,4999.3567,8165.7167,-3166.36,-381.3818,5,13,5983.9167,2181.8,-0.4656,0.3646,0.3878,0.0525,0.028,18.3,7.1,28.9,29.0,16.4,15.7
1201,Mom,1822,7561.8222,18582.0322,-11020.21,931.1,10,36,11032.7123,7549.3199,-0.1875,0.6843,0.5931,0.0573,0.0424,18.2,14.4,8.7,24.8,35.4,16.6
1202,Mom,1624,4668.917,12669.317,-8000.4,581.7091,5,25,6178.367,6490.95,0.0247,1.0506,0.6315,0.0682,0.0262,18.1,26.4,7.0,18.7,13.7,18.0
1203,Mom,1504,4836.72,9282.11,-4445.39,399.6091,5,17,4962.28,4319.83,-0.0692,0.8705,0.4789,0.0718,0.0271,18.1,20.8,16.5,17.3,15.1,18.4
1204,Slim Straight,1777,7986.73,12950.3,-4963.57,1029.0909,9,21,10732.15,2218.15,-0.6574,0.2067,0.3833,0.0736,0.0448,18.0,3.5,30.1,16.2,39.1,18.5
1205,Mom,1881,6152.4867,9116.7867,-2964.3,593.5727,9,17,6933.0867,2183.7,-0.5209,0.315,0.3251,0.1219,0.0345,17.8,5.8,42.1,6.1,25.2,20.8
1206,Slim Straight,1935,7971.2705,16662.0905,-8690.82,782.9182,10,28,14221.624,2440.4665,-0.7071,0.1716,0.5216,0.0449,0.0447,17.8,2.5,13.9,37.2,39.0,12.9
1207,Mom,1585,4123.18,6732.24,-2609.06,190.9091,5,11,4250.45,2481.79,-0.2627,0.5839,0.3875,0.068,0.0231,17.5,11.7,29.1,18.9,11.6,17.1
1208,Mom,1540,3727.24,11027.14,-7299.9,218.1818,4,22,5418.11,5609.03,0.0173,1.0352,0.662,0.0669,0.0209,17.0,25.7,5.7,19.2,9.5,16.4
1209,Wide Leg,1766,4341.5953,9977.9153,-5636.32,979.4455,5,15,4906.61,5071.3053,0.0165,1.0336,0.5649,0.0894,0.0243,16.9,25.6,10.0,11.6,12.4,18.2
1210,Mom,1509,5539.4576,11593.9276,-6054.47,1531.8182,8,22,6062.1776,5531.75,-0.0458,0.9125,0.5222,0.1167,0.0311,16.9,22.3,13.8,7.1,20.4,19.3
1211,Skinny,1543,285.72,6467.48,-6181.76,77.9182,0,12,6467.48,0.0,-1.0,0.0,0.9558,0.0119,0.0016,16.8,0.5,0.9,81.5,0.8,0.7
1212,Mom,1593,5274.28,8728.78,-3454.5,838.4727,7,15,5484.37,3244.41,-0.2566,0.5916,0.3958,0.0876,0.0296,16.8,11.8,27.5,12.1,18.7,18.0
1213,Super Skinny,1751,3164.8344,9519.2244,-6354.39,469.6273,3,19,4461.6944,5057.53,0.0626,1.1335,0.6675,0.0789,0.0177,16.8,28.7,5.5,14.5,7.3,17.4
1214,Slim Straight,1624,1528.25,5104.43,-3576.18,0.0,2,10,3528.23,1576.2,-0.3824,0.4467,0.7006,0.0287,0.0086,16.8,8.4,4.4,59.4,3.2,6.2
1215,Skinny,1852,4109.05,7127.21,-3018.16,163.6364,4,10,5854.49,1272.72,-0.6429,0.2174,0.4235,0.0439,0.023,16.8,3.7,23.4,38.5,11.4,11.3
1216,Wide Leg,1614,4104.71,8922.86,-4818.15,440.6909,5,13,5427.21,3495.65,-0.2165,0.6441,0.54,0.0471,0.023,16.7,13.2,11.9,33.7,11.4,12.5
1217,Slim Straight,1605,4498.3795,8807.4195,-4309.04,-300.0,5,15,8807.4195,0.0,-1.0,0.0,0.4893,0.0329,0.0252,16.7,0.5,15.6,53.6,12.9,7.5
1218,Mom,1734,7307.6783,14243.9583,-6936.28,3769.1091,14,30,7933.6663,6310.292,-0.114,0.7954,0.487,0.2199,0.041,16.6,18.1,15.8,1.7,33.7,20.3
1219,Mom,1659,5901.3299,13173.9599,-7272.63,616.4727,7,25,7025.0899,6148.87,-0.0665,0.8753,0.552,0.0982,0.0331,16.5,21.0,10.7,9.9,23.3,18.2
1220,Flare,1886,656.5233,5430.5633,-4774.04,25.7182,1,11,3591.3033,1839.26,-0.3226,0.5121,0.8791,0.0287,0.0037,16.4,9.9,1.7,59.3,1.3,5.7
1221,Mom,1909,1910.35,11998.55,-10088.2,388.2273,2,26,6663.55,5335.0,-0.1107,0.8006,0.8408,0.0436,0.0107,16.3,18.2,2.4,39.1,3.9,10.6
1222,Mom,1921,5777.5286,15495.5886,-9718.06,716.1636,7,31,8577.2938,6918.2948,-0.1071,0.8066,0.6272,0.0687,0.0324,16.3,18.5,7.3,18.3,22.6,15.8
1223,Mom,1550,376.6488,10214.1988,-9837.55,476.5727,0,24,4784.9688,5429.23,0.0631,1.1346,0.9631,0.0644,0.0021,16.0,28.8,0.7,21.0,0.9,14.8
1224,Mom,1851,4821.7,9148.92,-4327.22,2387.3091,9,19,4784.39,4364.53,-0.0459,0.9122,0.473,0.2069,0.027,15.9,22.3,17.4,2.0,14.8,19.4
1225,Mom,1938,5820.6573,10795.3373,-4974.68,1372.7273,8,20,6313.5664,4481.7709,-0.1697,0.7099,0.4608,0.1128,0.0326,15.7,15.2,18.5,7.7,22.8,17.7
1226,Mom,1718,5248.7938,11253.4538,-6004.66,837.9727,6,22,6218.7538,5034.7,-0.1052,0.8096,0.5336,0.0938,0.0294,15.5,18.7,12.5,10.7,18.4,16.7
1227,Mom,1699,5151.9532,18828.9432,-13676.99,1654.7728,7,41,9167.03,9661.9132,0.0263,1.054,0.7264,0.1171,0.0289,15.5,26.4,3.6,6.8,17.4,17.6
1228,Super Skinny,1657,2069.5413,4796.9713,-2727.43,146.6636,2,10,2751.5313,2045.44,-0.1472,0.7434,0.5686,0.0527,0.0116,15.4,16.3,9.9,28.9,4.3,12.0
1229,Mom,1662,1266.82,8539.44,-7272.62,-27.2727,1,19,6539.46,1999.98,-0.5316,0.3058,0.8517,0.0279,0.0071,15.3,5.5,2.1,60.9,2.5,3.9
1230,Skinny,1777,4100.1327,7148.2527,-3048.12,888.0364,4,12,3999.96,3148.2927,-0.1191,0.7871,0.4264,0.1453,0.023,15.3,17.9,23.0,3.6,11.3,18.3
1231,Mom,1814,1595.0912,23212.9912,-21617.9,731.5818,1,53,13685.4012,9527.59,-0.1791,0.6962,0.9313,0.0404,0.0089,15.3,14.9,1.0,43.1,3.2,8.4
1232,Mom,1802,1003.365,7815.395,-6812.03,295.5455,1,17,4109.04,3706.355,-0.0515,0.902,0.8716,0.0541,0.0056,15.1,22.0,1.7,27.8,2.0,11.9
1233,Mom,1644,4236.5062,6781.9262,-2545.42,936.3636,6,12,4453.2262,2328.7,-0.3133,0.5229,0.3753,0.1213,0.0238,15.0,10.2,31.6,6.2,11.9,17.2
1234,Slim Straight,1614,3673.5328,6373.5028,-2699.97,143.5454,4,10,4335.2528,2038.25,-0.3604,0.4702,0.4236,0.0651,0.0206,14.9,9.0,23.3,20.5,9.2,13.5
1235,Mom,1591,1464.94,4517.37,-3052.43,535.0273,2,10,2050.85,2466.52,0.092,1.2027,0.6757,0.1578,0.0082,14.8,30.9,5.4,3.1,3.0,17.7
1236,Skinny,1803,1418.19,6145.4,-4727.21,218.1818,0,12,4363.6,1781.8,-0.4201,0.4083,0.7692,0.0343,0.008,14.8,7.9,3.4,51.6,2.9,5.6
1237,Mom,1513,-1502.99,3133.3,-4636.29,412.1182,-2,10,1390.89,1742.41,0.1122,1.2527,1.4797,0.1162,-0.0084,14.5,32.4,0.1,7.3,0.2,16.3
1238,Mom,1886,436.1868,5772.4868,-5336.3,190.9091,1,13,2781.78,2990.7068,0.0362,1.0751,0.9244,0.0784,0.0024,14.2,27.0,1.1,14.8,1.0,14.0
1239,Mom,1516,5659.3385,12459.2585,-6799.92,572.7273,8,24,7197.62,5261.6385,-0.1554,0.731,0.5458,0.1075,0.0317,14.1,15.9,11.4,8.3,21.2,15.5
1240,Slim Straight,1870,2847.39,6301.9,-3454.51,247.8454,3,11,3601.93,2699.97,-0.1431,0.7496,0.5482,0.0714,0.016,13.9,16.5,11.1,17.5,6.6,13.0
1241,Mom,1829,4245.55,9168.45,-4922.9,172.5818,5,17,6363.55,2804.9,-0.3881,0.4408,0.5369,0.0539,0.0238,13.8,8.3,12.2,27.9,12.1,10.2
1242,Mom,1937,3846.6945,8119.3645,-4272.67,609.8636,5,15,4959.9388,3159.4257,-0.2218,0.637,0.5262,0.0699,0.0216,13.7,13.1,13.7,17.8,10.1,12.7
1243,Mom,1867,5775.8133,11310.5033,-5534.69,938.9818,8,22,7151.1433,4159.36,-0.2645,0.5816,0.4893,0.1168,0.0324,13.3,11.5,15.5,7.0,22.5,14.8
1244,Skinny,1652,2329.27,3373.42,-1044.15,1188.8546,6,10,3373.42,0.0,-1.0,0.0,0.3095,0.3455,0.0131,12.3,0.5,45.2,0.2,5.1,15.3
1245,Mom,1532,4409.844,9696.134,-5286.29,1166.1,9,23,5516.8045,4179.3295,-0.1379,0.7576,0.5452,0.1384,0.0247,12.3,16.7,11.4,4.3,12.5,14.3
1246,Mom,1607,2780.09,6780.03,-3999.94,1128.9727,4,14,3661.89,3118.14,-0.0802,0.8515,0.59,0.1427,0.0156,12.0,20.0,9.0,3.8,6.4,14.0
1247,Mom,1923,1974.961,22328.541,-20353.58,242.1909,1,53,13480.3394,8848.2016,-0.2075,0.6564,0.9115,0.0569,0.0111,11.4,13.7,1.3,25.2,4.0,8.0
1248,Wide Leg,1640,833.3,13172.61,-12339.31,712.1364,2,24,7372.65,5799.96,-0.1194,0.7867,0.9367,0.0712,0.0047,11.2,17.8,0.9,17.6,1.7,9.5
1249,Mom,1525,2838.6882,7508.9982,-4670.31,490.9091,3,15,5027.21,2481.7882,-0.339,0.4937,0.622,0.0614,0.0159,11.0,9.2,7.6,22.2,6.6,8.2
1250,Slim Straight,1849,2016.71,7109.37,-5092.66,65.4546,2,14,7109.37,0.0,-1.0,0.0,0.7163,0.0405,0.0113,10.4,0.5,4.0,42.9,4.1,2.3
1251,Mom,1582,2545.42,4845.39,-2299.97,636.3636,4,10,3127.23,1718.16,-0.2908,0.5494,0.4747,0.154,0.0143,10.1,10.8,17.0,3.3,5.8,11.8
1252,Mom,1831,3342.7678,6888.1778,-3545.41,845.4546,5,13,4727.21,2160.9678,-0.3726,0.4571,0.5147,0.1093,0.0187,9.8,8.8,14.1,7.9,8.0,10.3
1253,Slim Straight,1676,994.7021,6403.7521,-5409.05,-345.4273,1,13,5312.8521,1090.9,-0.6593,0.2053,0.8447,0.0448,0.0056,9.7,3.4,2.3,37.3,1.9,2.8
1254,Mom,1670,755.94,5497.17,-4741.23,17.0455,1,13,3497.19,1999.98,-0.2724,0.5719,0.8625,0.0625,0.0042,9.6,11.4,2.0,21.5,1.3,6.6
1255,Skinny,1694,4182.3054,7361.7054,-3179.4,1699.4454,6,19,5589.0254,1772.68,-0.5184,0.3172,0.4319,0.3252,0.0235,9.6,5.9,21.6,0.2,11.7,11.9
1256,Wide Leg,1680,1310.57,4212.68,-2902.11,138.5091,2,10,2363.61,1849.07,-0.1221,0.7823,0.6889,0.2138,0.0074,9.0,17.6,4.9,1.8,2.6,10.8
1257,Skinny,1605,-1110.96,3976.26,-5087.22,241.8909,-2,10,2181.8,1794.46,-0.0974,0.8225,1.2794,0.1252,-0.0062,8.9,19.1,0.3,5.5,0.4,9.7
1258,Skinny,1840,1123.44,6154.5,-5031.06,331.1091,1,11,3927.24,2227.26,-0.2762,0.5671,0.8175,0.0726,0.0063,8.8,11.2,2.5,16.6,2.3,6.8
1259,Mom,1676,2423.3067,6696.5467,-4273.24,699.0455,4,14,4176.8767,2519.67,-0.2475,0.6032,0.6381,0.1162,0.0136,8.8,12.3,6.5,7.3,5.4,9.2
1260,Mom,1920,1759.0696,6409.0096,-4649.94,245.4546,2,14,3936.31,2472.6996,-0.2284,0.6282,0.7255,0.1065,0.0099,8.4,12.9,3.8,8.7,3.5,8.3
1261,Slim Straight,1818,850.2528,6247.5128,-5397.26,-648.1364,0,14,6247.5128,0.0,-1.0,0.0,0.8639,0.0458,0.0048,8.1,0.5,1.8,35.8,1.8,1.2
1262,Super Skinny,1679,-498.8221,4709.7479,-5208.57,344.9909,0,12,3437.0279,1272.72,-0.4595,0.3703,1.1059,0.0896,-0.0028,5.4,7.2,0.6,11.5,0.6,3.9
1263,Skinny,1686,1094.41,4912.55,-3818.14,87.4,1,11,3276.19,1636.36,-0.3338,0.4995,0.7772,0.1935,0.0061,5.3,9.3,3.2,2.1,2.2,6.1
1264,Super Skinny,1565,2441.97,5995.8,-3553.83,2204.1182,6,13,4904.9,1090.9,-0.6361,0.2224,0.5927,0.2688,0.0137,4.7,3.9,8.8,0.7,5.6,5.8
1265,Mom,1616,-56.65,6946.27,-7002.92,490.9091,-1,19,6946.27,0.0,-1.0,0.0,1.0082,0.066,-0.0003,4.4,0.5,0.6,19.8,0.7,0.6
1266,Mom,1761,-1182.31,3436.31,-4618.62,563.6364,-1,11,2799.96,636.35,-0.6296,0.2273,1.3441,0.1409,-0.0066,2.5,3.9,0.2,3.9,0.3,2.1
1267,Super Skinny,1818,793.4,3791.47,-2998.07,579.9838,2,12,3455.81,335.66,-0.8229,0.0971,0.7907,0.2683,0.0044,1.6,1.1,2.8,0.9,1.5,1.7
