fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct
Boyfriend,1680,1000.9,1000.9,0.0,635.4364,3,3,1000.9,0.0,-1.0,0.0,0.0,0.3883,0.0056
Boyfriend,1686,436.35,436.35,0.0,109.0909,1,1,436.35,0.0,-1.0,0.0,0.0,0.2,0.0024
Boyfriend,1694,110.01,436.35,-326.34,-110.0182,0,2,436.35,0.0,-1.0,0.0,0.7479,0.2,0.0006
Boyfriend,1711,417.15,417.15,0.0,109.0909,1,1,417.15,0.0,-1.0,0.0,0.0,0.2073,0.0023
Boyfriend,1714,872.7,872.7,0.0,218.1818,2,2,872.7,0.0,-1.0,0.0,0.0,0.2,0.0049
Boyfriend,1720,436.35,436.35,0.0,109.0909,1,1,436.35,0.0,-1.0,0.0,0.0,0.2,0.0024
Boyfriend,1733,436.35,436.35,0.0,109.0909,1,1,436.35,0.0,-1.0,0.0,0.0,0.2,0.0024
Boyfriend,1734,629.37,629.37,0.0,461.5273,2,2,629.37,0.0,-1.0,0.0,0.0,0.4231,0.0035
Boyfriend,1739,709.07,709.07,0.0,381.8182,2,2,709.07,0.0,-1.0,0.0,0.0,0.35,0.004
Boyfriend,1744,872.7018,872.7018,0.0,218.1818,2,2,872.7018,0.0,-1.0,0.0,0.0,0.2,0.0049
Boyfriend,1748,754.52,754.52,0.0,336.3636,2,2,754.52,0.0,-1.0,0.0,0.0,0.3083,0.0042
Boyfriend,1751,436.35,872.7,-436.35,109.0909,1,3,872.7,0.0,-1.0,0.0,0.5,0.2,0.0024
Boyfriend,1754,688.0899,688.0899,0.0,218.1818,2,2,688.0899,0.0,-1.0,0.0,0.0,0.2407,0.0039
Boyfriend,1755,792.8299,792.8299,0.0,218.1818,2,2,792.8299,0.0,-1.0,0.0,0.0,0.2158,0.0044
Boyfriend,1768,611.87,611.87,0.0,479.0182,2,2,611.87,0.0,-1.0,0.0,0.0,0.4391,0.0034
Boyfriend,1770,872.7,872.7,0.0,218.1818,2,2,872.7,0.0,-1.0,0.0,0.0,0.2,0.0049
Boyfriend,1789,293.7,293.7,0.0,251.7454,1,1,293.7,0.0,-1.0,0.0,0.0,0.4615,0.0016
Boyfriend,1790,363.63,363.63,0.0,181.8182,1,1,363.63,0.0,-1.0,0.0,0.0,0.3333,0.002
Boyfriend,1818,1057.56,1057.56,0.0,578.7727,3,3,1057.56,0.0,-1.0,0.0,0.0,0.3537,0.0059
Boyfriend,1854,1190.87,1190.87,0.0,445.4546,3,3,1190.87,0.0,-1.0,0.0,0.0,0.2722,0.0067
Boyfriend,1872,133.32,754.52,-621.2,-133.3273,0,4,754.52,0.0,-1.0,0.0,0.8233,0.3083,0.0007
Boyfriend,1913,-555.55,0.0,-555.55,0.0,-1,1,0.0,0.0,,,,,-0.0031
Flare,1504,2427.8634,5246.0134,-2818.15,181.8182,2,8,0.0,5246.0134,1.0,,0.5372,0.0335,0.0136
Flare,1505,5567.71,7567.69,-1999.98,157.0909,5,9,999.99,6567.7,0.7357,6.5678,0.2643,0.0203,0.0312
Flare,1515,4025.53,4025.53,0.0,156.2546,4,4,0.0,4025.53,1.0,,0.0,0.0374,0.0226
Flare,1522,1380.81,4167.69,-2786.88,-304.0,1,7,0.0,4167.69,1.0,,0.6687,0.0,0.0077
Flare,1528,3490.88,3999.96,-509.08,-218.1818,3,5,818.17,3181.79,0.5909,3.8889,0.1273,0.0,0.0196
Flare,1529,3306.3,4124.47,-818.17,239.1273,3,5,999.99,3124.48,0.5151,3.1245,0.1984,0.0548,0.0185
Flare,1531,2872.6638,3690.8338,-818.17,286.6727,3,5,1810.4738,1880.36,0.0189,1.0386,0.2217,0.0721,0.0161
Flare,1532,727.27,4272.69,-3545.42,-236.3636,0,8,0.0,4272.69,1.0,,0.8298,0.0,0.0041
Flare,1539,7967.85,8604.2,-636.35,-272.7273,7,9,0.0,8604.2,1.0,,0.074,0.0,0.0447
Flare,1554,2127.26,3363.61,-1236.35,-163.6364,1,5,0.0,3363.61,1.0,,0.3676,0.0,0.0119
Flare,1562,3754.51,3754.51,0.0,245.4546,4,4,572.72,3181.79,0.6949,5.5556,0.0,0.0614,0.0211
Flare,1567,5987.34,6987.33,-999.99,306.1545,6,8,892.85,6094.48,0.7444,6.8259,0.1431,0.042,0.0336
Flare,1568,2090.89,3738.14,-1647.25,0.0,2,6,818.17,2919.97,0.5623,3.5689,0.4407,0.0655,0.0117
Flare,1569,-702.01,1090.9,-1792.91,0.0,-1,3,0.0,1090.9,1.0,,1.6435,0.0,-0.0039
Flare,1571,7090.84,7090.84,0.0,181.8182,7,7,818.17,6272.67,0.7692,7.6667,0.0,0.025,0.0398
Flare,1572,7555.57,8282.83,-727.26,113.6364,7,9,1669.25,6613.58,0.5969,3.962,0.0878,0.0135,0.0424
Flare,1580,5347.36,5347.36,0.0,107.1454,5,5,892.85,4454.51,0.6661,4.9891,0.0,0.0196,0.03
Flare,1587,5007.3,5007.3,0.0,211.5364,5,5,834.33,4172.97,0.6668,5.0016,0.0,0.0405,0.0281
Flare,1594,6175.8904,6994.0604,-818.17,492.4273,6,8,3029.0704,3964.9899,0.1338,1.309,0.117,0.0658,0.0346
Flare,1595,2488.18,5290.15,-2801.97,0.0,2,8,0.0,5290.15,1.0,,0.5297,0.0,0.014
Flare,1600,1909.07,2727.24,-818.17,272.7273,2,4,636.35,2090.89,0.5333,3.2858,0.3,0.0909,0.0107
Flare,1601,4427.22,4427.22,0.0,572.7273,5,5,636.35,3790.87,0.7125,5.9572,0.0,0.1145,0.0248
Flare,1604,6701.45,6701.45,0.0,116.6636,7,7,2636.33,4065.12,0.2132,1.542,0.0,0.0171,0.0376
Flare,1609,5102.95,7269.51,-2166.56,122.7273,5,9,0.0,7269.51,1.0,,0.298,0.0305,0.0286
Flare,1617,2393.5,3220.76,-827.26,-120.7818,2,4,0.0,3220.76,1.0,,0.2569,0.0677,0.0134
Flare,1629,1181.81,1181.81,0.0,0.0,1,1,0.0,1181.81,1.0,,0.0,0.0,0.0066
Flare,1633,5893.3168,6575.1269,-681.81,903.4818,6,8,0.0,6575.1269,1.0,,0.1037,0.1208,0.0331
Flare,1634,4949.09,6130.9,-1181.81,414.5,5,7,0.0,6130.9,1.0,,0.1928,0.0633,0.0278
Flare,1635,4920.6918,4920.6918,0.0,135.0,5,5,818.17,4102.5218,0.6675,5.0143,0.0,0.0267,0.0276
Flare,1642,2077.64,3077.63,-999.99,104.1636,2,4,0.0,3077.63,1.0,,0.3249,0.0327,0.0117
Flare,1648,181.82,1181.81,-999.99,0.0,0,2,0.0,1181.81,1.0,,0.8462,0.0,0.001
Flare,1649,4845.1097,4845.1097,0.0,272.7273,5,5,1545.4318,3299.6779,0.3621,2.1351,0.0,0.0533,0.0272
Flare,1656,3081.7909,4081.7809,-999.99,0.0,3,5,0.0,4081.7809,1.0,,0.245,0.0,0.0173
Flare,1664,1181.81,1181.81,0.0,0.0,1,1,0.0,1181.81,1.0,,0.0,0.0,0.0066
Flare,1668,185.89,2163.14,-1977.25,354.5454,1,5,0.0,2163.14,1.0,,0.9141,0.1408,0.001
Flare,1670,2427.25,4090.87,-1663.62,-245.4546,2,6,818.17,3272.7,0.6,4.0,0.4067,0.0,0.0136
Flare,1682,3956.73,3956.73,0.0,406.8727,4,4,0.0,3956.73,1.0,,0.0,0.0932,0.0222
Flare,1684,-1272.7,3545.43,-4818.13,0.0,-2,8,0.0,3545.43,1.0,,1.359,0.0,-0.0071
Flare,1692,7545.39,8363.56,-818.17,0.0,7,9,1636.34,6727.22,0.6087,4.1111,0.0978,0.0,0.0423
Flare,1695,9249.0901,9249.0901,0.0,0.0,9,9,794.6201,8454.47,0.8282,10.6396,0.0,0.0,0.0519
Flare,1697,3336.9693,3336.9693,0.0,0.0,3,3,0.0,3336.9693,1.0,,0.0,0.0,0.0187
Flare,1698,3588.98,3588.98,0.0,229.1636,4,4,818.17,2770.81,0.5441,3.3866,0.0,0.06,0.0201
Flare,1702,1181.81,1181.81,0.0,0.0,1,1,0.0,1181.81,1.0,,0.0,0.0,0.0066
Flare,1704,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Flare,1710,3761.87,3761.87,0.0,238.0909,4,4,818.17,2943.7,0.565,3.5979,0.0,0.0595,0.0211
Flare,1711,1715.43,1715.43,0.0,466.3636,2,2,0.0,1715.43,1.0,,0.0,0.2138,0.0096
Flare,1717,3909.05,5818.12,-1909.07,0.0,4,8,1636.34,4181.78,0.4375,2.5556,0.3281,0.0,0.0219
Flare,1719,5681.76,5681.76,0.0,227.2727,6,6,1409.07,4272.69,0.504,3.0323,0.0,0.0385,0.0319
Flare,1720,7245.39,8245.38,-999.99,300.0,7,9,818.17,7427.21,0.8015,9.0778,0.1213,0.0351,0.0406
Flare,1723,818.17,1999.98,-1181.81,272.7273,1,3,0.0,1999.98,1.0,,0.5909,0.12,0.0046
Flare,1724,4272.69,5272.68,-999.99,0.0,4,6,818.17,4454.51,0.6897,5.4445,0.1897,0.0,0.024
Flare,1732,7373.52,7373.52,0.0,0.0,8,8,3636.32,3737.2,0.0137,1.0277,0.0,0.0,0.0414
Flare,1733,3575.1506,4756.9606,-1181.81,245.4546,4,6,572.72,4184.2406,0.7592,7.3059,0.2484,0.0491,0.0201
Flare,1739,6011.8,6011.8,0.0,260.8727,6,6,0.0,6011.8,1.0,,0.0,0.0416,0.0337
Flare,1743,3039.86,4676.2,-1636.34,323.7546,3,7,1818.16,2858.04,0.2224,1.5719,0.3499,0.0648,0.017
Flare,1745,2710.36,2710.36,0.0,289.6182,3,3,0.0,2710.36,1.0,,0.0,0.0965,0.0152
Flare,1747,5181.77,5181.77,0.0,0.0,5,5,818.17,4363.6,0.6842,5.3334,0.0,0.0,0.0291
Flare,1753,4024.75,4024.75,0.0,247.9364,4,4,818.17,3206.58,0.5934,3.9192,0.0,0.058,0.0226
Flare,1754,6347.42,6347.42,0.0,246.8909,6,6,0.0,6347.42,1.0,,0.0,0.0374,0.0356
Flare,1762,1327.26,4999.95,-3672.69,0.0,1,9,818.17,4181.78,0.6727,5.1111,0.7345,0.0,0.0074
Flare,1763,6413.9949,7068.5349,-654.54,809.0909,7,9,641.3258,6427.2091,0.8185,10.0218,0.0926,0.121,0.036
Flare,1765,1712.73,3476.35,-1763.62,-21.8455,2,6,1636.34,1840.01,0.0586,1.1245,0.5073,0.0343,0.0096
Flare,1768,-581.81,1181.81,-1763.62,-145.4546,-1,3,0.0,1181.81,1.0,,1.4923,0.0,-0.0033
Flare,1770,6317.4061,6317.4061,0.0,229.1636,7,7,1589.6161,4727.79,0.4968,2.9742,0.0,0.035,0.0354
Flare,1781,1181.81,1999.98,-818.17,0.0,1,3,818.17,1181.81,0.1818,1.4445,0.4091,0.0,0.0066
Flare,1783,1027.01,1027.01,0.0,0.0,1,1,0.0,1027.01,1.0,,0.0,0.0,0.0058
Flare,1784,2736.96,5112.17,-2375.21,978.6818,3,9,636.35,4475.82,0.751,7.0336,0.4646,0.1607,0.0153
Flare,1785,5232.94,6323.84,-1090.9,130.6454,5,7,0.0,6323.84,1.0,,0.1725,0.0202,0.0293
Flare,1787,2181.8,2181.8,0.0,0.0,2,2,0.0,2181.8,1.0,,0.0,0.0,0.0122
Flare,1788,46.6576,3055.7176,-3009.06,-211.6909,0,6,0.0,3055.7176,1.0,,0.9847,0.0447,0.0003
Flare,1790,3272.7,4272.69,-999.99,272.7273,3,5,0.0,4272.69,1.0,,0.234,0.06,0.0184
Flare,1792,481.82,1181.81,-699.99,-300.0,0,2,0.0,1181.81,1.0,,0.5923,0.0,0.0027
Flare,1832,3669.1927,5884.0327,-2214.84,388.6364,3,9,818.1727,5065.86,0.7219,6.1917,0.3764,0.062,0.0206
Flare,1834,4186.21,6004.37,-1818.16,117.3909,4,8,939.99,5064.38,0.6869,5.3877,0.3028,0.0192,0.0235
Flare,1854,6479.7982,7388.8782,-909.08,156.5182,6,8,818.1773,6570.7009,0.7785,8.0309,0.123,0.0207,0.0363
Flare,1856,5386.31,7068.11,-1681.8,295.4546,5,9,1636.34,5431.77,0.537,3.3195,0.2379,0.0401,0.0302
Flare,1869,3545.42,4636.31,-1090.89,0.0,3,7,2454.51,2181.8,-0.0588,0.8889,0.2353,0.0,0.0199
Flare,1877,6006.22,6006.22,0.0,175.5454,6,6,1551.71,4454.51,0.4833,2.8707,0.0,0.0284,0.0337
Flare,1880,1699.98,1699.98,0.0,300.0,2,2,0.0,1699.98,1.0,,0.0,0.15,0.0095
Flare,1881,2679.9,3498.07,-818.17,229.1636,3,5,1636.34,1861.73,0.0644,1.1377,0.2339,0.0615,0.015
Flare,1887,6090.85,6090.85,0.0,0.0,6,6,2999.97,3090.88,0.0149,1.0303,0.0,0.0,0.0342
Flare,1888,5931.76,5931.76,0.0,250.0,6,6,909.08,5022.68,0.6935,5.525,0.0,0.0404,0.0333
Flare,1893,3272.7,3272.7,0.0,0.0,3,3,0.0,3272.7,1.0,,0.0,0.0,0.0184
Flare,1897,4170.41,4988.58,-818.17,64.5909,4,6,753.58,4235.0,0.6979,5.6198,0.164,0.0128,0.0234
Flare,1900,2344.71,2344.71,0.0,272.7273,3,3,1454.52,890.19,-0.2407,0.612,0.0,0.1042,0.0132
Flare,1907,7309.8554,7865.4054,-555.55,163.6364,7,9,1472.71,6392.6954,0.6255,4.3408,0.0706,0.0204,0.041
Flare,1908,-951.51,866.65,-1818.16,133.3364,-1,3,0.0,866.65,1.0,,2.0979,0.1333,-0.0053
Flare,1912,6696.31,7423.57,-727.26,212.7273,6,8,818.17,6605.4,0.7796,8.0734,0.098,0.0279,0.0376
Flare,1918,1351.77,3181.79,-1830.02,-260.8727,1,5,999.99,2181.8,0.3714,2.1818,0.5752,0.0,0.0076
Flare,1924,3731.8772,4550.0472,-818.17,140.2636,4,6,1636.34,2913.7072,0.2807,1.7806,0.1798,0.0299,0.0209
Flare,1929,3694.18,5148.71,-1454.53,396.7,3,7,0.0,5148.71,1.0,,0.2825,0.0715,0.0207
Flare,1930,2909.06,2909.06,0.0,0.0,3,3,818.17,2090.89,0.4375,2.5556,0.0,0.0,0.0163
Flare,1933,181.82,2090.89,-1909.07,0.0,0,4,0.0,2090.89,1.0,,0.913,0.0,0.001
Flare,1934,-909.08,3418.14,-4327.22,0.0,-1,9,1327.25,2090.89,0.2234,1.5754,1.266,0.06,-0.0051
Flare,1937,4999.95,4999.95,0.0,0.0,5,5,1636.34,3363.61,0.3455,2.0556,0.0,0.0,0.028
Flare,1940,1576.22,4030.73,-2454.51,151.0454,1,7,0.0,4030.73,1.0,,0.6089,0.0361,0.0088
Mom,1502,56.14,1909.07,-1852.93,-147.0546,0,4,0.0,1909.07,1.0,,0.9706,0.0,0.0003
Mom,1515,81.4175,3172.2975,-3090.88,245.4546,1,7,710.1695,2462.1281,0.5523,3.467,0.9743,0.0718,0.0005
Mom,1521,3842.87,5251.94,-1409.07,109.0909,4,8,1481.8,3770.14,0.4357,2.5443,0.2683,0.0752,0.0216
Mom,1522,2589.2427,4331.6427,-1742.4,0.0,3,7,1498.3427,2833.3,0.3082,1.891,0.4022,0.0371,0.0145
Mom,1528,390.9,2027.24,-1636.34,518.1818,1,5,1390.89,636.35,-0.3722,0.4575,0.8072,0.2036,0.0022
Mom,1529,1426.52,3790.12,-2363.6,300.7364,2,8,2218.15,1571.97,-0.1705,0.7087,0.6236,0.0735,0.008
Mom,1531,2209.06,2209.06,0.0,245.4546,3,3,2209.06,0.0,-1.0,0.0,0.0,0.1,0.0124
Mom,1535,5125.82,6125.81,-999.99,419.5818,6,8,3262.2,2863.61,-0.0651,0.8778,0.1632,0.0641,0.0287
Mom,1536,1975.39,4818.13,-2842.74,-157.2273,2,8,2818.15,1999.98,-0.1698,0.7097,0.59,0.0,0.0111
Mom,1539,2963.6,3872.68,-909.08,490.9091,4,6,2872.69,999.99,-0.4836,0.3481,0.2347,0.1125,0.0166
Mom,1554,2351.6542,2351.6542,0.0,436.3636,4,4,2351.6542,0.0,-1.0,0.0,0.0,0.1565,0.0132
Mom,1562,923.25,1741.42,-818.17,0.0,1,3,741.43,999.99,0.1485,1.3487,0.4698,0.0,0.0052
Mom,1566,1418.17,3818.14,-2399.97,-145.4546,1,7,2818.15,999.99,-0.4762,0.3548,0.6286,0.0,0.008
Mom,1568,4727.22,5872.66,-1145.44,0.0,5,9,2299.97,3572.69,0.2167,1.5534,0.195,0.0771,0.0265
Mom,1569,2080.78,3636.32,-1555.54,0.0,2,6,1636.34,1999.98,0.1,1.2222,0.4278,0.0,0.0117
Mom,1572,345.45,1254.53,-909.08,245.4546,1,3,1254.53,0.0,-1.0,0.0,0.7246,0.1636,0.0019
Mom,1580,3877.4716,4786.5516,-909.08,390.9091,5,7,2877.4816,1909.07,-0.2023,0.6635,0.1899,0.0755,0.0217
Mom,1583,-1090.9,1272.7,-2363.6,272.7273,-1,5,636.35,636.35,0.0,1.0,1.8572,0.1765,-0.0061
Mom,1587,2507.28,4186.55,-1679.27,148.2,3,7,1564.58,2621.97,0.2526,1.6758,0.4011,0.0642,0.0141
Mom,1592,-699.99,1727.25,-2427.24,-300.0,-1,5,1727.25,0.0,-1.0,0.0,1.4053,0.0,-0.0039
Mom,1594,2688.2712,4415.5212,-1727.25,546.5455,4,8,3506.4412,909.08,-0.5882,0.2593,0.3912,0.1101,0.0151
Mom,1597,3233.3197,4142.3997,-909.08,173.9091,4,6,1576.3397,2566.06,0.2389,1.6279,0.2195,0.0403,0.0181
Mom,1600,2770.4467,2770.4467,0.0,390.9091,4,4,2770.4467,0.0,-1.0,0.0,0.0,0.1237,0.0155
Mom,1601,-909.08,999.99,-1909.07,0.0,-1,3,0.0,999.99,1.0,,1.9091,0.0,-0.0051
Mom,1603,659.9535,4114.4535,-3454.5,300.0,1,9,2505.3835,1609.07,-0.2178,0.6422,0.8396,0.068,0.0037
Mom,1604,0.0,1572.71,-1572.71,0.0,0,4,1572.71,0.0,-1.0,0.0,1.0,0.135,0.0
Mom,1609,90.91,1090.9,-999.99,0.0,0,2,0.0,1090.9,1.0,,0.9167,0.0,0.0005
Mom,1610,181.82,1699.98,-1518.16,0.0,0,4,0.0,1699.98,1.0,,0.893,0.15,0.001
Mom,1611,2924.97,2924.97,0.0,0.0,3,3,0.0,2924.97,1.0,,0.0,0.0,0.0164
Mom,1612,5048.5796,5630.3896,-581.81,428.0091,6,8,2240.2596,3390.13,0.2042,1.5133,0.1033,0.0924,0.0283
Mom,1617,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Mom,1623,4718.13,5536.3,-818.17,736.3636,6,8,818.17,4718.13,0.7044,5.7667,0.1478,0.1174,0.0265
Mom,1629,2852.79,2852.79,0.0,238.0909,3,3,0.0,2852.79,1.0,,0.0,0.077,0.016
Mom,1634,1909.07,1909.07,0.0,0.0,2,2,0.0,1909.07,1.0,,0.0,0.0,0.0107
Mom,1635,600.0,2145.43,-1545.43,218.1818,1,5,572.72,1572.71,0.4661,2.746,0.7203,0.1862,0.0034
Mom,1639,3626.69,4390.86,-764.17,245.4546,4,6,1390.89,2999.97,0.3665,2.1569,0.174,0.0529,0.0203
Mom,1648,2422.4004,3331.4804,-909.08,170.4636,3,5,2501.9504,829.53,-0.502,0.3316,0.2729,0.0487,0.0136
Mom,1656,-909.08,0.0,-909.08,0.0,-1,1,0.0,0.0,,,,,-0.0051
Mom,1664,999.99,999.99,0.0,0.0,1,1,0.0,999.99,1.0,,0.0,0.0,0.0056
Mom,1668,2817.5927,4475.9527,-1658.36,0.5636,3,7,0.0,4475.9527,1.0,,0.3705,0.071,0.0158
Mom,1671,4999.95,6727.2,-1727.25,0.0,5,9,1818.16,4909.04,0.4595,2.7,0.2568,0.0,0.028
Mom,1681,5849.2241,5849.2241,0.0,691.1091,7,7,2727.24,3121.9841,0.0675,1.1447,0.0,0.1057,0.0328
Mom,1683,1818.16,1818.16,0.0,0.0,2,2,818.17,999.99,0.1,1.2222,0.0,0.0,0.0102
Mom,1702,-770.79,0.0,-770.79,-229.2,-1,1,0.0,0.0,,,,,-0.0043
Mom,1704,5004.2364,5576.9564,-572.72,1066.1091,7,9,1997.5,3579.4564,0.2837,1.792,0.1027,0.1904,0.0281
Mom,1710,4202.165,4202.165,0.0,245.4546,5,5,1629.465,2572.7,0.2245,1.5789,0.0,0.0552,0.0236
Mom,1713,3272.6818,4272.6718,-999.99,272.7273,4,6,1727.2518,2545.42,0.1915,1.4737,0.234,0.06,0.0184
Mom,1717,4108.6526,5400.9026,-1292.25,490.9091,5,9,3550.3326,1850.57,-0.3147,0.5212,0.2393,0.0833,0.023
Mom,1719,2646.797,3010.427,-363.63,0.0,3,5,1101.357,1909.07,0.2683,1.7334,0.1208,0.057,0.0148
Mom,1723,2872.69,2872.69,0.0,490.9091,4,4,1963.61,909.08,-0.3671,0.463,0.0,0.1459,0.0161
Mom,1724,1529.54,1847.71,-318.17,-165.9091,1,3,756.81,1090.9,0.1808,1.4414,0.1722,0.0321,0.0086
Mom,1732,3764.0,5491.25,-1727.25,599.6,5,9,3673.09,1818.16,-0.3378,0.495,0.3145,0.0984,0.0211
Mom,1733,5622.0906,5622.0906,0.0,1430.0909,8,8,2124.43,3497.6606,0.2443,1.6464,0.0,0.2028,0.0315
Mom,1742,4066.5706,4066.5706,0.0,393.6,5,5,772.9606,3293.61,0.6198,4.261,0.0,0.0882,0.0228
Mom,1745,831.59,2467.93,-1636.34,0.0,1,5,1467.94,999.99,-0.1896,0.6812,0.663,0.0,0.0047
Mom,1748,6991.6496,6991.6496,0.0,691.5364,9,9,2755.9596,4235.69,0.2116,1.5369,0.0,0.09,0.0392
Mom,1763,4636.3109,5636.3009,-999.99,0.0,5,7,2636.3309,2999.97,0.0645,1.1379,0.1774,0.0,0.026
Mom,1765,2671.42,4452.9,-1781.48,19.4636,3,7,1599.98,2852.92,0.2814,1.7831,0.4001,0.032,0.015
Mom,1769,2615.1049,2615.1049,0.0,0.0,3,3,706.0349,1909.07,0.46,2.7039,0.0,0.0,0.0147
Mom,1770,5684.9722,5684.9722,0.0,0.0,6,6,1698.1022,3986.87,0.4026,2.3478,0.0,0.0,0.0319
Mom,1779,1721.2231,1721.2231,0.0,0.0,2,2,812.1431,909.08,0.0563,1.1194,0.0,0.0,0.0097
Mom,1781,4233.1515,4233.1515,0.0,152.0273,5,5,2430.9872,1802.1643,-0.1485,0.7413,0.0,0.0347,0.0237
Mom,1783,1851.5082,2442.4082,-590.9,250.0,2,4,1692.4182,749.99,-0.3859,0.4431,0.2419,0.0929,0.0104
Mom,1784,999.99,2581.79,-1581.8,0.0,1,5,581.81,1999.98,0.5493,3.4375,0.6127,0.0533,0.0056
Mom,1785,1872.7,2872.69,-999.99,490.9091,3,4,1963.61,909.08,-0.3671,0.463,0.3481,0.1459,0.0105
Mom,1787,432.4088,1341.4888,-909.08,416.6909,1,3,572.72,768.7688,0.1461,1.3423,0.6777,0.237,0.0024
Mom,1790,1929.2866,3838.3566,-1909.07,438.2273,3,7,3031.1366,807.22,-0.5794,0.2663,0.4974,0.1025,0.0108
Mom,1792,4544.4391,4544.4391,0.0,455.5,6,6,3635.3591,909.08,-0.5999,0.2501,0.0,0.0911,0.0255
Mom,1817,4480.2353,6025.6653,-1545.43,300.0,5,9,3116.6053,2909.06,-0.0344,0.9334,0.2565,0.0474,0.0251
Mom,1824,6717.9022,6717.9022,0.0,695.4546,8,8,3867.9322,2849.97,-0.1515,0.7368,0.0,0.0938,0.0377
Mom,1833,928.73,1704.12,-775.39,162.1636,1,3,0.0,1704.12,1.0,,0.455,0.1479,0.0052
Mom,1878,2328.9182,3766.2682,-1437.35,291.9182,3,7,1284.4782,2481.79,0.3179,1.9321,0.3816,0.1153,0.0131
Mom,1887,5127.22,5445.39,-318.17,0.0,5,7,3636.32,1809.07,-0.3356,0.4975,0.0584,0.0,0.0288
Mom,1888,2884.9407,3521.2907,-636.35,0.0,3,5,2521.3007,999.99,-0.432,0.3966,0.1807,0.0,0.0162
Mom,1893,1999.98,1999.98,0.0,0.0,2,2,999.99,999.99,0.0,1.0,0.0,0.0,0.0112
Mom,1895,4891.5043,5709.6743,-818.17,794.9727,6,8,1413.7843,4295.89,0.5048,3.0386,0.1433,0.1222,0.0274
Mom,1897,5078.4506,6078.4406,-999.99,346.4636,6,8,1717.1518,4361.2888,0.435,2.5398,0.1645,0.0539,0.0285
Mom,1901,2090.796,2090.796,0.0,0.0,1,1,2090.796,0.0,-1.0,0.0,0.0,0.0,0.0117
Mom,1907,2027.24,2027.24,0.0,518.1818,3,3,818.17,1209.07,0.1928,1.4778,0.0,0.2036,0.0114
Mom,1924,5118.12,5118.12,0.0,245.4546,6,6,2545.42,2572.7,0.0053,1.0107,0.0,0.0458,0.0287
Mom,1929,4222.9155,5131.9955,-909.08,380.8636,5,7,1603.8055,3528.19,0.375,2.1999,0.1771,0.0691,0.0237
Mom,1933,4806.3,5715.38,-909.08,981.8182,7,9,2997.23,2718.15,-0.0488,0.9069,0.1591,0.1466,0.027
Renkli Denim,1501,1090.9,1090.9,0.0,0.0,1,1,1090.9,0.0,-1.0,0.0,0.0,0.0,0.0061
Renkli Denim,1507,2181.8,2945.43,-763.63,327.2727,2,4,2181.8,763.63,-0.4815,0.35,0.2593,0.1,0.0122
Renkli Denim,1516,2129.17,2129.17,0.0,52.6273,2,2,2129.17,0.0,-1.0,0.0,0.0,0.0241,0.0119
Renkli Denim,1517,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Renkli Denim,1523,-1090.9,0.0,-1090.9,0.0,-1,1,0.0,0.0,,,,,-0.0061
Renkli Denim,1527,1854.53,1854.53,0.0,327.2727,2,2,1090.9,763.63,-0.1765,0.7,0.0,0.15,0.0104
Renkli Denim,1533,1048.2332,1048.2332,0.0,0.0,1,1,1048.2332,0.0,-1.0,0.0,0.0,0.0,0.0059
Renkli Denim,1534,-763.63,0.0,-763.63,0.0,-1,1,0.0,0.0,,,,,-0.0043
Renkli Denim,1542,1090.9,1090.9,0.0,0.0,1,1,1090.9,0.0,-1.0,0.0,0.0,0.0,0.0061
Renkli Denim,1543,763.63,763.63,0.0,327.2727,1,1,0.0,763.63,1.0,,0.0,0.3,0.0043
Renkli Denim,1545,427.2636,427.2636,0.0,663.6364,1,1,0.0,427.2636,1.0,,0.0,0.6083,0.0024
Renkli Denim,1550,-1090.9,0.0,-1090.9,0.0,-1,1,0.0,0.0,,,,,-0.0061
Renkli Denim,1551,763.63,763.63,0.0,327.2727,1,1,0.0,763.63,1.0,,0.0,0.3,0.0043
Renkli Denim,1552,-969.69,0.0,-969.69,-121.2091,-1,1,0.0,0.0,,,,,-0.0054
Renkli Denim,1557,-916.35,0.0,-916.35,-174.5454,-1,1,0.0,0.0,,,,,-0.0051
Renkli Denim,1561,1854.53,1854.53,0.0,327.2727,2,2,1090.9,763.63,-0.1765,0.7,0.0,0.15,0.0104
Renkli Denim,1570,2055.48,2945.43,-889.95,327.2727,2,4,2945.43,0.0,-1.0,0.0,0.3021,0.1,0.0115
Renkli Denim,1572,2618.16,2618.16,0.0,654.5455,3,3,1854.53,763.63,-0.4167,0.4118,0.0,0.2,0.0147
Renkli Denim,1575,2779.42,2779.42,0.0,493.2818,3,3,2015.79,763.63,-0.4505,0.3788,0.0,0.1507,0.0156
Renkli Denim,1576,-1090.9,0.0,-1090.9,0.0,-1,1,0.0,0.0,,,,,-0.0061
Renkli Denim,1578,436.36,1527.26,-1090.9,654.5455,1,3,0.0,1527.26,1.0,,0.7143,0.3,0.0024
