fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct
Baggy,1501,3826.33,5099.05,-1272.72,327.2727,4,6,2735.43,2363.62,-0.0729,0.8641,0.2496,0.0603,0.0215
Baggy,1502,4309.06,5399.96,-1090.9,327.2727,4,6,1854.53,3545.43,0.3131,1.9118,0.202,0.0571,0.0242
Baggy,1504,0.0,1090.9,-1090.9,0.0,0,2,0.0,1090.9,1.0,,1.0,0.0,0.0
Baggy,1505,5000.2572,5763.8872,-763.63,-119.2,4,6,882.8273,4881.06,0.6937,5.5289,0.1325,0.0348,0.028
Baggy,1512,181.82,1272.72,-1090.9,0.0,0,2,0.0,1272.72,1.0,,0.8571,0.0,0.001
Baggy,1515,2272.71,3227.25,-954.54,0.0,2,4,0.0,3227.25,1.0,,0.2958,0.0897,0.0127
Baggy,1516,2545.44,5545.41,-2999.97,0.0,2,8,1090.9,4454.51,0.6066,4.0833,0.541,0.0,0.0143
Baggy,1518,2545.44,2545.44,0.0,0.0,2,2,0.0,2545.44,1.0,,0.0,0.0,0.0143
Baggy,1519,2050.41,3959.48,-1909.07,212.1182,2,6,1090.9,2868.58,0.449,2.6296,0.4822,0.0508,0.0115
Baggy,1520,2036.35,2036.35,0.0,327.2727,2,2,0.0,2036.35,1.0,,0.0,0.1385,0.0114
Baggy,1521,1315.63,2406.53,-1090.9,0.0,1,3,0.0,2406.53,1.0,,0.4533,0.0,0.0074
Baggy,1522,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1523,9545.39,9545.39,0.0,0.0,8,8,0.0,9545.39,1.0,,0.0,0.0,0.0535
Baggy,1524,3384.3865,4211.6465,-827.26,0.0,3,5,0.0,4211.6465,1.0,,0.1964,0.0776,0.019
Baggy,1529,3136.34,3136.34,0.0,318.1818,3,3,0.0,3136.34,1.0,,0.0,0.0921,0.0176
Baggy,1531,-90.91,1181.81,-1272.72,0.0,0,2,0.0,1181.81,1.0,,1.0769,0.0,-0.0005
Baggy,1534,2545.44,2545.44,0.0,0.0,2,2,0.0,2545.44,1.0,,0.0,0.0,0.0143
Baggy,1535,5475.96,5475.96,0.0,318.1818,5,5,2157.8,3318.16,0.2119,1.5378,0.0,0.0549,0.0307
Baggy,1536,2252.71,2252.71,0.0,0.0,2,2,0.0,2252.71,1.0,,0.0,0.0,0.0126
Baggy,1538,4025.2,5970.64,-1945.44,520.2182,4,8,0.0,5970.64,1.0,,0.3258,0.1243,0.0226
Baggy,1539,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1540,2040.89,4313.6,-2272.71,272.7273,2,6,1090.9,3222.7,0.4942,2.9542,0.5269,0.0595,0.0114
Baggy,1541,3136.34,3136.34,0.0,318.1818,3,3,0.0,3136.34,1.0,,0.0,0.0921,0.0176
Baggy,1542,3186.34,5549.96,-2363.62,177.2727,3,7,1090.9,4459.06,0.6069,4.0875,0.4259,0.031,0.0179
Baggy,1543,10361.3373,10361.3373,0.0,197.4909,9,9,3272.7,7088.6373,0.3683,2.166,0.0,0.0187,0.0581
Baggy,1544,1272.72,2363.62,-1090.9,0.0,1,3,1090.9,1272.72,0.0769,1.1667,0.4615,0.0,0.0071
Baggy,1545,2363.62,2363.62,0.0,0.0,2,2,1090.9,1272.72,0.0769,1.1667,0.0,0.0,0.0133
Baggy,1546,6909.04,6909.04,0.0,0.0,6,6,1090.9,5818.14,0.6842,5.3333,0.0,0.0,0.0387
Baggy,1547,3454.52,3454.52,0.0,0.0,3,3,1090.9,2363.62,0.3684,2.1667,0.0,0.0,0.0194
Baggy,1549,954.9,2045.8,-1090.9,0.0,1,3,954.9,1090.9,0.0665,1.1424,0.5332,0.0,0.0054
Baggy,1551,9163.57,9163.57,0.0,381.8182,8,8,2181.8,6981.77,0.5238,3.2,0.0,0.04,0.0514
Baggy,1554,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1555,763.63,763.63,0.0,327.2727,1,1,763.63,0.0,-1.0,0.0,0.0,0.3,0.0043
Baggy,1556,8164.1512,9255.0512,-1090.9,0.0,7,9,0.0,9255.0512,1.0,,0.1179,0.0,0.0458
Baggy,1557,3959.07,4727.24,-768.17,-272.7273,3,5,2181.8,2545.44,0.0769,1.1667,0.1625,0.0,0.0222
Baggy,1559,3265.76,6238.46,-2972.7,488.7636,3,9,2090.89,4147.57,0.3297,1.9836,0.4765,0.0727,0.0183
Baggy,1566,-2090.89,1090.9,-3181.79,0.0,-2,4,1090.9,0.0,-1.0,0.0,2.9167,0.0,-0.0117
Baggy,1568,-763.63,0.0,-763.63,-327.2727,-1,1,0.0,0.0,,,,,-0.0043
Baggy,1571,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1572,3236.34,3236.34,0.0,218.1818,3,3,872.72,2363.62,0.4607,2.7083,0.0,0.0632,0.0182
Baggy,1574,3072.71,3727.25,-654.54,-163.6364,2,4,0.0,3727.25,1.0,,0.1756,0.0,0.0172
Baggy,1579,1009.08,2099.98,-1090.9,81.8182,1,3,1009.08,1090.9,0.039,1.0811,0.5195,0.0375,0.0057
Baggy,1583,954.54,2077.85,-1123.31,318.1818,1,3,0.0,2077.85,1.0,,0.5406,0.1837,0.0054
Baggy,1587,3424.22,3424.22,0.0,212.1182,3,3,0.0,3424.22,1.0,,0.0,0.0583,0.0192
Baggy,1588,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1591,4993.2817,4993.2817,0.0,1027.2727,5,5,763.63,4229.6517,0.6941,5.5389,0.0,0.1706,0.028
Baggy,1592,1272.7191,2363.6191,-1090.9,0.0,1,3,0.0,2363.6191,1.0,,0.4615,0.0,0.0071
Baggy,1593,2115.27,4395.55,-2280.28,-24.3727,2,6,1090.9,3304.65,0.5036,3.0293,0.5188,0.0519,0.0119
Baggy,1594,5636.32,5636.32,0.0,0.0,5,5,3272.7,2363.62,-0.1613,0.7222,0.0,0.0,0.0316
Baggy,1596,-736.35,0.0,-736.35,0.0,-1,1,0.0,0.0,,,,,-0.0041
Baggy,1597,3454.52,3454.52,0.0,0.0,3,3,0.0,3454.52,1.0,,0.0,0.0,0.0194
Baggy,1600,1718.17,1718.17,0.0,645.4546,2,2,0.0,1718.17,1.0,,0.0,0.2731,0.0096
Baggy,1601,3235.7684,4326.6684,-1090.9,198.3454,3,5,0.0,4326.6684,1.0,,0.2521,0.0438,0.0181
Baggy,1603,3149.7,3149.7,0.0,486.6364,3,3,0.0,3149.7,1.0,,0.0,0.1338,0.0177
Baggy,1604,390.91,1090.9,-699.99,-300.0,0,2,0.0,1090.9,1.0,,0.6417,0.0,0.0022
Baggy,1606,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1607,954.54,2045.44,-1090.9,500.0,1,3,0.0,2045.44,1.0,,0.5333,0.1964,0.0054
Baggy,1608,4636.33,5909.05,-1272.72,0.0,4,6,1090.9,4818.15,0.6308,4.4167,0.2154,0.0,0.026
Baggy,1609,1181.81,1181.81,0.0,0.0,1,1,0.0,1181.81,1.0,,0.0,0.0,0.0066
Baggy,1611,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1614,3424.92,5606.72,-2181.8,0.0,3,7,2152.2,3454.52,0.2323,1.6051,0.3891,0.0,0.0192
Baggy,1616,1190.9,1772.71,-581.81,590.9091,1,3,0.0,1772.71,1.0,,0.3282,0.25,0.0067
Baggy,1617,954.54,954.54,0.0,318.1818,1,1,0.0,954.54,1.0,,0.0,0.25,0.0054
Baggy,1619,665.9,1256.8,-590.9,263.6364,1,3,0.0,1256.8,1.0,,0.4702,0.3486,0.0037
Baggy,1623,4342.93,4342.93,0.0,202.4909,4,4,0.0,4342.93,1.0,,0.0,0.0445,0.0244
Baggy,1625,1300.39,4454.51,-3154.12,-118.5818,1,7,1090.9,3363.61,0.5102,3.0833,0.7081,0.0,0.0073
Baggy,1626,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1627,-1072.73,890.9,-1963.63,381.8182,-1,3,0.0,890.9,1.0,,2.2041,0.3,-0.006
Baggy,1629,2363.62,2363.62,0.0,0.0,2,2,0.0,2363.62,1.0,,0.0,0.0,0.0133
Baggy,1630,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1632,5990.87,5990.87,0.0,190.9091,5,5,1090.9,4899.97,0.6358,4.4917,0.0,0.0309,0.0336
Baggy,1634,-34.31,1056.59,-1090.9,216.1273,0,2,0.0,1056.59,1.0,,1.0325,0.1698,-0.0002
Baggy,1635,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1637,2584.4,4636.33,-2051.93,-129.8727,2,6,1090.9,3545.43,0.5294,3.25,0.4426,0.0,0.0145
Baggy,1639,763.63,763.63,0.0,327.2727,1,1,0.0,763.63,1.0,,0.0,0.3,0.0043
Baggy,1641,5544.3214,7728.8214,-2184.5,57.2455,5,9,1090.9,6637.9214,0.7177,6.0848,0.2826,0.0406,0.0311
Baggy,1642,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Baggy,1643,5818.14,6999.95,-1181.81,0.0,5,7,0.0,6999.95,1.0,,0.1688,0.0,0.0326
Baggy,1644,3429.1211,3429.1211,0.0,0.0,3,3,1065.5011,2363.62,0.3786,2.2183,0.0,0.0,0.0192
Baggy,1647,5247.23,5247.23,0.0,480.0,5,5,938.17,4309.06,0.6424,4.593,0.0,0.0838,0.0294
Baggy,1648,3118.16,3118.16,0.0,318.1818,3,3,0.0,3118.16,1.0,,0.0,0.0926,0.0175
Baggy,1649,0.0,1090.9,-1090.9,0.0,0,2,0.0,1090.9,1.0,,1.0,0.0,0.0
Baggy,1652,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1653,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1654,1931.6,4113.4,-2181.8,522.9364,2,6,0.0,4113.4,1.0,,0.5304,0.1128,0.0108
Baggy,1655,8212.7741,8212.7741,0.0,177.5909,7,7,913.3091,7299.465,0.7776,7.9923,0.0,0.0212,0.0461
Baggy,1656,136.14,1090.9,-954.76,0.0,0,2,1090.9,0.0,-1.0,0.0,0.8752,0.0,0.0008
Baggy,1657,4345.42,4345.42,0.0,381.8182,4,4,0.0,4345.42,1.0,,0.0,0.0808,0.0244
Baggy,1658,3636.34,3636.34,0.0,0.0,3,3,1090.9,2545.44,0.4,2.3333,0.0,0.0,0.0204
Baggy,1660,5909.05,5909.05,0.0,0.0,5,5,0.0,5909.05,1.0,,0.0,0.0,0.0331
Baggy,1661,1654.5273,1654.5273,0.0,709.0909,2,2,0.0,1654.5273,1.0,,0.0,0.3,0.0093
Baggy,1662,3272.7,5454.5,-2181.8,0.0,3,7,0.0,5454.5,1.0,,0.4,0.0,0.0184
Baggy,1665,7818.12,7818.12,0.0,0.0,7,7,1090.9,6727.22,0.7209,6.1667,0.0,0.0,0.0438
Baggy,1666,2375.52,6102.77,-3727.25,327.2727,3,9,763.63,5339.14,0.7497,6.9918,0.6107,0.0509,0.0133
Baggy,1667,1090.9,1090.9,0.0,0.0,1,1,1090.9,0.0,-1.0,0.0,0.0,0.0,0.0061
Baggy,1668,-763.63,0.0,-763.63,0.0,-1,1,0.0,0.0,,,,,-0.0043
Baggy,1669,4975.24,5909.05,-933.81,-157.0909,4,6,0.0,5909.05,1.0,,0.158,0.0,0.0279
Baggy,1670,-76.36,-76.36,0.0,327.2727,1,1,0.0,-76.36,,,,1.3043,-0.0004
Baggy,1674,-184.9,906.0,-1090.9,184.9,0,2,906.0,0.0,-1.0,0.0,1.2041,0.1695,-0.001
Baggy,1675,3027.6037,3027.6037,0.0,0.0,3,3,2027.6137,999.99,-0.3394,0.4932,0.0,0.0,0.017
Baggy,1677,2090.89,3272.7,-1181.81,0.0,2,4,2181.8,1090.9,-0.3333,0.5,0.3611,0.0,0.0117
Baggy,1678,5482.92,8028.36,-2545.44,517.0364,5,9,1090.9,6937.46,0.7282,6.3594,0.3171,0.0605,0.0308
Baggy,1679,1121.5655,2212.4655,-1090.9,0.0,1,3,0.0,2212.4655,1.0,,0.4931,0.0,0.0063
Baggy,1682,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1683,954.54,954.54,0.0,318.1818,1,1,0.0,954.54,1.0,,0.0,0.25,0.0054
Baggy,1684,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1686,6309.04,6309.04,0.0,781.8182,6,6,763.63,5545.41,0.7579,7.2619,0.0,0.1103,0.0354
Baggy,1687,973.87,3110.22,-2136.35,162.4818,1,5,2019.32,1090.9,-0.2985,0.5402,0.6869,0.0496,0.0055
Baggy,1689,5181.78,6272.68,-1090.9,636.3636,5,7,1090.9,5181.78,0.6522,4.75,0.1739,0.0921,0.0291
Baggy,1690,181.82,1272.72,-1090.9,0.0,0,2,0.0,1272.72,1.0,,0.8571,0.0,0.001
Baggy,1692,2363.62,2363.62,0.0,0.0,2,2,0.0,2363.62,1.0,,0.0,0.0,0.0133
Baggy,1695,-966.32,0.0,-966.32,-306.4,-1,1,0.0,0.0,,,,,-0.0054
Baggy,1696,8818.13,9454.48,-636.35,-272.7273,7,9,1090.9,8363.58,0.7692,7.6667,0.0673,0.0,0.0495
Baggy,1699,4489.6971,6344.2271,-1854.53,187.2727,4,8,1064.7071,5279.52,0.6644,4.9587,0.2923,0.075,0.0252
Baggy,1702,2090.89,2090.89,0.0,272.7273,2,2,0.0,2090.89,1.0,,0.0,0.1154,0.0117
Baggy,1704,1272.72,2404.02,-1131.3,0.0,1,3,0.0,2404.02,1.0,,0.4706,0.0556,0.0071
Baggy,1705,2454.53,2454.53,0.0,0.0,2,2,0.0,2454.53,1.0,,0.0,0.0,0.0138
Baggy,1706,1727.25,1727.25,0.0,454.5454,2,2,1090.9,636.35,-0.2632,0.5833,0.0,0.2083,0.0097
Baggy,1707,360.9288,360.9288,0.0,572.7273,1,1,0.0,360.9288,1.0,,0.0,0.6134,0.002
Baggy,1711,-1090.9,0.0,-1090.9,0.0,-1,1,0.0,0.0,,,,,-0.0061
Baggy,1713,2836.34,3599.97,-763.63,709.0909,3,5,0.0,3599.97,1.0,,0.2121,0.2235,0.0159
Baggy,1715,2662.5501,3426.1801,-763.63,627.2727,3,5,0.0,3426.1801,1.0,,0.2229,0.2179,0.0149
Baggy,1716,4545.42,4545.42,0.0,0.0,4,4,999.99,3545.43,0.56,3.5455,0.0,0.0,0.0255
Baggy,1718,636.35,636.35,0.0,454.5454,1,1,0.0,636.35,1.0,,0.0,0.4167,0.0036
Baggy,1724,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1732,5088.9109,6043.4509,-954.54,0.0,4,6,0.0,6043.4509,1.0,,0.1579,0.0,0.0285
Baggy,1743,1090.9,2181.8,-1090.9,0.0,1,3,0.0,2181.8,1.0,,0.5,0.0,0.0061
Baggy,1744,6593.7433,6593.7433,0.0,79.0546,6,6,4230.1233,2363.62,-0.2831,0.5588,0.0,0.0118,0.037
Baggy,1750,3654.51,4745.41,-1090.9,800.0,4,6,1090.9,3654.51,0.5402,3.35,0.2299,0.1443,0.0205
Baggy,1751,-1181.82,272.72,-1454.54,0.0091,-1,3,0.0,272.72,1.0,,5.3335,0.6667,-0.0066
Baggy,1755,539.2098,539.2098,0.0,471.0727,1,1,0.0,539.2098,1.0,,0.0,0.4663,0.003
Baggy,1759,2181.8,2181.8,0.0,0.0,2,2,0.0,2181.8,1.0,,0.0,0.0,0.0122
Baggy,1760,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1761,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1763,1090.9,1090.9,0.0,0.0,1,1,1090.9,0.0,-1.0,0.0,0.0,0.0,0.0061
Baggy,1764,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Baggy,1765,3245.99,3245.99,0.0,390.3455,3,3,0.0,3245.99,1.0,,0.0,0.1073,0.0182
Baggy,1766,3454.52,3454.52,0.0,0.0,3,3,0.0,3454.52,1.0,,0.0,0.0,0.0194
Baggy,1769,1272.72,2363.62,-1090.9,0.0,1,3,1090.9,1272.72,0.0769,1.1667,0.4615,0.0,0.0071
Baggy,1770,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Baggy,1777,4587.21,6859.92,-2272.71,140.0273,4,8,1090.9,5769.02,0.6819,5.2883,0.3313,0.02,0.0257
Baggy,1780,2363.62,3454.52,-1090.9,0.0,2,4,0.0,3454.52,1.0,,0.3158,0.0,0.0133
Baggy,1783,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1789,5229.78,5229.78,0.0,497.4546,5,5,0.0,5229.78,1.0,,0.0,0.0869,0.0293
Baggy,1801,2363.62,3890.88,-1527.26,0.0,2,6,1527.26,2363.62,0.215,1.5476,0.3925,0.144,0.0133
Baggy,1802,-136.36,954.54,-1090.9,318.1818,0,2,0.0,954.54,1.0,,1.1429,0.25,-0.0008
Baggy,1804,4227.24,5318.14,-1090.9,318.1818,4,6,0.0,5318.14,1.0,,0.2051,0.0565,0.0237
Baggy,1807,4113.6,4113.6,0.0,0.0,4,4,1931.8,2181.8,0.0608,1.1294,0.0,0.0,0.0231
Baggy,1810,2250.69,2796.14,-545.45,476.5546,2,4,0.0,2796.14,1.0,,0.1951,0.1906,0.0126
Baggy,1813,3172.7,6309.04,-3136.34,327.2727,3,9,2945.43,3363.61,0.0663,1.142,0.4971,0.0493,0.0178
Baggy,1818,1584.0423,1584.0423,0.0,500.0,2,2,0.0,1584.0423,1.0,,0.0,0.2399,0.0089
Baggy,1822,3681.8,5663.6,-1981.8,318.1818,3,7,0.0,5663.6,1.0,,0.3499,0.11,0.0206
Baggy,1824,6387.3208,6387.3208,0.0,636.3636,6,6,1058.7208,5328.6,0.6685,5.0331,0.0,0.0906,0.0358
Baggy,1826,945.45,5490.87,-4545.42,327.2727,1,9,1090.9,4399.97,0.6026,4.0333,0.8278,0.0563,0.0053
Baggy,1828,10309.02,10309.02,0.0,327.2727,9,9,0.0,10309.02,1.0,,0.0,0.0308,0.0578
Baggy,1829,-1272.72,0.0,-1272.72,0.0,-1,1,0.0,0.0,,,,,-0.0071
Baggy,1831,2363.62,2363.62,0.0,0.0,2,2,0.0,2363.62,1.0,,0.0,0.0,0.0133
Baggy,1833,-1083.32,984.84,-2068.16,-7.5727,-1,3,0.0,984.84,1.0,,2.1,0.1667,-0.0061
Baggy,1834,7581.76,8672.66,-1090.9,327.2727,7,9,1090.9,7581.76,0.7484,6.95,0.1258,0.0364,0.0425
Baggy,1835,1090.9,2945.43,-1854.53,0.0,1,5,763.63,2181.8,0.4815,2.8571,0.6296,0.1,0.0061
Baggy,1836,1090.9,2181.8,-1090.9,0.0,1,3,1090.9,1090.9,0.0,1.0,0.5,0.0,0.0061
Baggy,1839,2293.2033,3475.0133,-1181.81,0.0,2,4,0.0,3475.0133,1.0,,0.3401,0.0,0.0129
Baggy,1840,768.17,2972.7,-2204.53,322.7273,1,5,0.0,2972.7,1.0,,0.7416,0.1395,0.0043
Baggy,1842,8258.13,9195.62,-937.49,196.3636,7,9,0.0,9195.62,1.0,,0.1019,0.0366,0.0463
Baggy,1843,993.45,2084.35,-1090.9,318.1818,1,3,0.0,2084.35,1.0,,0.5234,0.1324,0.0056
Baggy,1844,2454.53,3545.43,-1090.9,0.0,2,4,1090.9,2454.53,0.3846,2.25,0.3077,0.0,0.0138
Baggy,1848,3644.67,4917.39,-1272.72,1082.5727,4,6,1090.9,3826.49,0.5563,3.5076,0.2588,0.1804,0.0204
Baggy,1849,3118.51,3118.51,0.0,517.8273,3,3,0.0,3118.51,1.0,,0.0,0.1424,0.0175
Baggy,1851,699.99,699.99,0.0,300.0,1,1,0.0,699.99,1.0,,0.0,0.3,0.0039
Baggy,1852,795.44,1977.25,-1181.81,295.4546,1,3,0.0,1977.25,1.0,,0.5977,0.13,0.0045
Baggy,1854,2448.2098,2448.2098,0.0,954.5454,3,3,0.0,2448.2098,1.0,,0.0,0.2805,0.0137
Baggy,1855,6490.86,7581.76,-1090.9,327.2727,6,8,1854.53,5727.23,0.5108,3.0882,0.1439,0.0414,0.0364
Baggy,1857,5939.37,5939.37,0.0,1242.4,6,6,1090.9,4848.47,0.6327,4.4445,0.0,0.173,0.0333
Baggy,1860,2931.45,2931.45,0.0,523.0727,3,3,1090.9,1840.55,0.2557,1.6872,0.0,0.1514,0.0164
Baggy,1861,3254.52,3254.52,0.0,381.8182,3,3,0.0,3254.52,1.0,,0.0,0.105,0.0183
Baggy,1872,90.91,1272.72,-1181.81,0.0,0,2,0.0,1272.72,1.0,,0.9286,0.0,0.0005
Baggy,1874,3444.43,3444.43,0.0,0.0,3,3,0.0,3444.43,1.0,,0.0,0.0,0.0193
Baggy,1879,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1880,909.08,2181.8,-1272.72,0.0,1,3,2181.8,0.0,-1.0,0.0,0.5833,0.0,0.0051
Baggy,1881,-1090.9,0.0,-1090.9,0.0,-1,1,0.0,0.0,,,,,-0.0061
Baggy,1882,932.81,3114.61,-2181.8,0.0,1,5,0.0,3114.61,1.0,,0.7005,0.0,0.0052
Baggy,1883,6672.68,7309.03,-636.35,327.2727,6,8,636.35,6672.68,0.8259,10.4859,0.0871,0.0759,0.0374
Baggy,1885,1045.45,1045.45,0.0,227.2636,1,1,0.0,1045.45,1.0,,0.0,0.1786,0.0059
Baggy,1887,2181.8,3336.34,-1154.54,0.0,2,4,1090.9,2245.44,0.346,2.0583,0.346,0.0342,0.0122
Baggy,1888,-1090.9,0.0,-1090.9,0.0,-1,1,0.0,0.0,,,,,-0.0061
Baggy,1889,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1892,-961.03,2363.62,-3324.65,-129.8727,-1,5,1090.9,1272.72,0.0769,1.1667,1.4066,0.0,-0.0054
Baggy,1893,890.9,890.9,0.0,381.8182,1,1,0.0,890.9,1.0,,0.0,0.3,0.005
Baggy,1894,8922.2438,8922.2438,0.0,219.3636,8,8,3141.6438,5780.6,0.2958,1.84,0.0,0.024,0.05
Baggy,1895,3072.7,3072.7,0.0,381.8182,3,3,0.0,3072.7,1.0,,0.0,0.1105,0.0172
Baggy,1896,6581.77,7689.92,-1108.15,327.2727,6,8,2181.8,5508.12,0.4326,2.5246,0.1441,0.0601,0.0369
Baggy,1897,1088.88,1088.88,0.0,183.8364,1,1,0.0,1088.88,1.0,,0.0,0.1444,0.0061
Baggy,1898,5632.91,6676.54,-1043.63,548.8636,5,7,0.0,6676.54,1.0,,0.1563,0.1044,0.0316
Baggy,1901,2822.912,2822.912,0.0,0.0,1,1,2822.912,0.0,-1.0,0.0,0.0,0.0,0.0158
Baggy,1906,6450.6,6450.6,0.0,458.4455,6,6,0.0,6450.6,1.0,,0.0,0.0664,0.0362
Baggy,1908,3136.34,3136.34,0.0,318.1818,3,3,2181.8,954.54,-0.3913,0.4375,0.0,0.0921,0.0176
Baggy,1909,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1911,5672.69,5672.69,0.0,318.1818,5,5,0.0,5672.69,1.0,,0.0,0.0531,0.0318
Baggy,1912,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1913,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Baggy,1914,1090.9,1090.9,0.0,0.0,1,1,1090.9,0.0,-1.0,0.0,0.0,0.0,0.0061
Baggy,1917,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1919,-1160.42,0.0,-1160.42,0.0,-1,1,0.0,0.0,,,,,-0.0065
Baggy,1920,3044.1643,3044.1643,0.0,0.0,3,3,1090.9,1953.2643,0.2833,1.7905,0.0,0.0,0.0171
Baggy,1921,-2009.07,0.0,-2009.07,0.0,-2,2,0.0,0.0,,,,,-0.0113
Baggy,1922,3036.34,5490.87,-2454.53,327.2727,3,7,763.63,4727.24,0.7219,6.1905,0.447,0.0563,0.017
Baggy,1923,1295.45,2181.8,-886.35,-295.4546,1,3,1090.9,1090.9,0.0,1.0,0.4062,0.0,0.0073
Baggy,1926,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1929,-954.54,0.0,-954.54,-318.1818,-1,1,0.0,0.0,,,,,-0.0054
Baggy,1930,-1227.26,954.54,-2181.8,318.1818,-1,3,0.0,954.54,1.0,,2.2857,0.25,-0.0069
Baggy,1931,327.27,2181.8,-1854.53,-327.2727,0,4,2181.8,0.0,-1.0,0.0,0.85,0.0,0.0018
Baggy,1932,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1933,1090.9,1090.9,0.0,0.0,1,1,0.0,1090.9,1.0,,0.0,0.0,0.0061
Baggy,1934,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1935,3308.6572,3308.6572,0.0,287.3909,3,3,0.0,3308.6572,1.0,,0.0,0.0799,0.0186
Baggy,1936,1300.38,3363.61,-2063.23,-118.5727,1,5,1090.9,2272.71,0.3514,2.0833,0.6134,0.0,0.0073
Baggy,1937,1272.72,1272.72,0.0,0.0,1,1,0.0,1272.72,1.0,,0.0,0.0,0.0071
Baggy,1938,4264.67,5355.57,-1090.9,462.5727,4,6,0.0,5355.57,1.0,,0.2037,0.0795,0.0239
Baggy,1940,363.64,1090.9,-727.26,0.0,0,2,1090.9,0.0,-1.0,0.0,0.6667,0.0,0.002
Baggy,1941,3234.24,3234.24,0.0,220.2818,3,3,0.0,3234.24,1.0,,0.0,0.0638,0.0181
Boyfriend,1516,-436.35,0.0,-436.35,0.0,-1,1,0.0,0.0,,,,,-0.0024
Boyfriend,1554,0.0,436.35,-436.35,0.0,0,2,436.35,0.0,-1.0,0.0,1.0,0.2,0.0
Boyfriend,1628,-555.55,0.0,-555.55,0.0,-1,1,0.0,0.0,,,,,-0.0031
Boyfriend,1652,1072.71,1366.41,-293.7,563.6182,3,5,1366.41,0.0,-1.0,0.0,0.2149,0.3737,0.006
Boyfriend,1657,762.69,762.69,0.0,328.2,2,2,762.69,0.0,-1.0,0.0,0.0,0.3009,0.0043
Boyfriend,1661,-436.35,0.0,-436.35,-109.0909,-1,1,0.0,0.0,,,,,-0.0024
Boyfriend,1669,813.5857,1160.6857,-347.1,271.5818,2,4,1160.6857,0.0,-1.0,0.0,0.299,0.2882,0.0046
Boyfriend,1678,-363.63,0.0,-363.63,0.0,-1,1,0.0,0.0,,,,,-0.002
