store_code,year_month,net_sales,gross_sales,return_amount,net_quantity,n_transactions,had_sales
1591,2024-12,3848.44172,4939.34172,-1090.9,4,6,True
1591,2025-01,4790.23,6429.04,-1638.81,4,8,True
1592,2024-02,3942.7409900000002,3942.7409900000002,0.0,5,5,True
1592,2024-03,0.0,0.0,0.0,0,0,False
1592,2024-04,3442.5,3442.5,0.0,4,4,True
1592,2024-05,2596.47338,2596.47338,0.0,3,3,True
1592,2024-06,2949.0600000000004,5858.120000000001,-2909.06,3,9,True
1592,2024-07,-699.99,0.0,-699.99,-1,1,True
1592,2024-08,1727.25,1727.25,0.0,2,2,True
1592,2024-09,1272.7200000000003,3181.79,-1909.0700000000002,1,5,True
1592,2024-10,2833.17,4014.98,-1181.81,3,5,True
1592,2024-11,4254.5869600000005,5345.48696,-1090.9,4,6,True
1592,2024-12,2363.61909,2363.61909,0.0,2,2,True
1592,2025-01,-90.90999999999985,2272.71,-2363.62,0,4,True
1593,2024-02,739.2331700000002,3157.38317,-2418.1499999999996,1,7,True
1593,2024-03,5694.57,8203.63,-2509.06,6,12,True
1593,2024-04,9128.20641,10855.45641,-1727.25,10,14,True
1593,2024-05,-1215.6398199999999,2784.30018,-3999.94,-2,8,True
1593,2024-06,8063.9800000000005,8980.630000000001,-916.65,8,10,True
1593,2024-07,1272.71,2363.61,-1090.9,2,4,True
1593,2024-08,4299.97,5118.14,-818.17,4,6,True
1593,2024-09,7056.860000000001,8965.93,-1909.07,6,10,True
1593,2024-10,10433.57091,14600.81091,-4167.24,10,18,True
1593,2024-11,13148.75799,16057.81799,-2909.0600000000004,13,19,True
1593,2024-12,168.61000000000013,4085.2400000000002,-3916.63,0,8,True
1593,2025-01,3545.4300000000003,4727.24,-1181.81,3,5,True
1594,2024-02,2399.9700000000003,2399.9700000000003,0.0,3,3,True
1594,2024-03,2272.71,3909.05,-1636.34,2,6,True
1594,2024-04,-90.91000000000008,818.17,-909.08,0,2,True
1594,2024-05,1809.3817,1809.3817,0.0,2,2,True
1594,2024-06,5540.4498300000005,5540.4498300000005,0.0,6,6,True
1594,2024-07,3845.42,4545.41,-699.99,4,6,True
1594,2024-08,3856.26926,3856.26926,0.0,4,4,True
1594,2024-09,3275.60992,5548.31992,-2272.71,3,7,True
1594,2024-10,7312.11664,9493.91664,-2181.8,7,11,True
1594,2024-11,6321.18439,6321.18439,0.0,6,6,True
1594,2024-12,6256.67,6256.67,0.0,6,6,True
1594,2025-01,1181.81,2454.5299999999997,-1272.72,1,3,True
1595,2024-02,818.17,818.17,0.0,1,1,True
1595,2024-03,1961.5800000000002,2779.75,-818.17,2,4,True
1595,2024-04,0.0,818.17,-818.17,0,2,True
1595,2024-05,-2929.23,999.99,-3929.22,-4,6,True
1595,2024-06,3490.87,4545.4,-1054.53,3,7,True
1595,2024-07,2909.06,2909.06,0.0,3,3,True
1595,2024-08,2181.8,2181.8,0.0,2,2,True
1595,2024-09,6727.22,9454.460000000001,-2727.24,6,12,True
1595,2024-10,1751.53,3933.33,-2181.8,2,6,True
1595,2024-11,1797.98,1797.98,0.0,2,2,True
1595,2024-12,1379.6599999999999,4290.16,-2910.5,1,7,True
1595,2025-01,181.81999999999994,2363.62,-2181.8,0,4,True
1596,2024-02,0.0,0.0,0.0,0,0,False
1596,2024-03,2636.33273,2636.33273,0.0,3,3,True
1596,2024-04,-818.17,0.0,-818.17,-1,1,True
1596,2024-05,1090.9,1909.0700000000002,-818.17,1,3,True
1596,2024-06,1472.7199999999998,2999.9700000000003,-1527.25,1,5,True
1596,2024-07,5209.030000000001,5209.030000000001,0.0,6,6,True
1596,2024-08,3663.6000000000004,3663.6000000000004,0.0,4,4,True
1596,2024-09,7451.7970700000005,8188.14707,-736.35,7,9,True
1596,2024-10,6887.46158,6887.46158,0.0,7,7,True
1596,2024-11,9846.06,11950.32,-2104.26,9,13,True
1596,2024-12,5727.23,5727.23,0.0,5,5,True
1596,2025-01,4728.49428,7092.11428,-2363.62,4,8,True
1597,2024-02,1036.3500000000001,1818.16,-781.81,1,3,True
1597,2024-03,-8.709659999999985,809.46034,-818.17,0,2,True
1597,2024-04,6793.61445,6793.61445,0.0,8,8,True
1597,2024-05,1730.15967,2639.23967,-909.08,2,4,True
1597,2024-06,3909.05,3909.05,0.0,4,4,True
1597,2024-07,845.4500000000003,2754.5200000000004,-1909.0700000000002,1,5,True
1597,2024-08,2921.79,2921.79,0.0,3,3,True
1597,2024-09,400.0000000000001,2090.8900000000003,-1690.8899999999999,0,4,True
1597,2024-10,5007.860000000001,7280.570000000001,-2272.71,5,9,True
1597,2024-11,1518.17,2090.8900000000003,-572.72,1,3,True
1597,2024-12,1225.1,3272.7,-2047.6000000000001,1,5,True
1597,2025-01,2545.4399999999996,3636.34,-1090.9,2,4,True
1600,2024-02,-236.36,581.81,-818.17,0,2,True
1600,2024-03,90.90999999999997,999.99,-909.08,0,2,True
1600,2024-04,1345.44,1999.98,-654.54,1,3,True
1600,2024-05,1797.7366700000002,1797.7366700000002,0.0,2,2,True
1600,2024-06,-327.2700000000001,1672.71,-1999.98,0,4,True
1600,2024-07,1209.0700000000002,1209.0700000000002,0.0,2,2,True
1600,2024-08,1133.2645099999997,2224.1645099999996,-1090.9,1,3,True
1600,2024-09,1945.44,1945.44,0.0,2,2,True
1600,2024-10,1991.18,3082.08,-1090.9,2,4,True
1600,2024-11,947.9900000000002,2129.8,-1181.81,1,3,True
1600,2024-12,-90.90999999999985,1090.9,-1181.81,0,2,True
1600,2025-01,2178.08866,2178.08866,0.0,2,2,True
1601,2024-02,0.0,0.0,0.0,0,0,False
1601,2024-03,0.0,0.0,0.0,0,0,False
1601,2024-04,0.0,0.0,0.0,0,0,False
1601,2024-05,0.0,0.0,0.0,0,0,False
1601,2024-06,1090.9,1090.9,0.0,1,1,True
1601,2024-07,399.99,1399.98,-999.99,1,3,True
1601,2024-08,-1999.98,0.0,-1999.98,-2,2,True
1601,2024-09,2272.71,4363.6,-2090.8900000000003,2,6,True
1601,2024-10,1999.98,1999.98,0.0,2,2,True
1601,2024-11,3653.56208,4835.37208,-1181.81,4,6,True
1601,2024-12,0.0,0.0,0.0,0,0,False
1601,2025-01,1272.72,1272.72,0.0,1,1,True
1603,2024-02,2909.06,2909.06,0.0,3,3,True
1603,2024-03,1617.2527300000002,2435.4227300000002,-818.17,2,4,True
1603,2024-04,2846.91347,3665.08347,-818.17,3,5,True
1603,2024-05,385.74,1294.8200000000002,-909.08,1,3,True
1603,2024-06,2272.71,4999.95,-2727.24,2,8,True
1603,2024-07,746.6300000000001,2181.8,-1435.17,0,4,True
1603,2024-08,319.93000000000006,2699.9700000000003,-2380.04,0,6,True
1603,2024-09,327.96000000000026,3454.5200000000004,-3126.56,-1,7,True
1603,2024-10,1251.9969600000002,6524.676960000001,-5272.68,2,12,True
1603,2024-11,8946.23,10062.57,-1116.3400000000001,8,12,True
1603,2024-12,5616.94835,6798.75835,-1181.81,5,7,True
1603,2025-01,954.54,954.54,0.0,1,1,True
1604,2024-02,245.44999999999993,818.17,-572.72,0,2,True
1604,2024-03,-763.63,0.0,-763.63,-1,1,True
1604,2024-04,909.0799999999999,2727.24,-1818.16,1,5,True
1604,2024-05,999.99,999.99,0.0,1,1,True
1604,2024-06,5181.77,5181.77,0.0,5,5,True
1604,2024-07,-127.26999999999998,572.72,-699.99,0,2,True
1604,2024-08,1790.89,1790.89,0.0,2,2,True
1604,2024-09,3090.88,3090.88,0.0,3,3,True
1604,2024-10,1490.9,3181.79,-1690.8899999999999,1,5,True
1604,2024-11,-1438.7300000000002,1833.97,-3272.7000000000003,-1,5,True
1604,2024-12,2445.4400000000005,3272.7000000000003,-827.26,2,4,True
1604,2025-01,2363.62,2363.62,0.0,2,2,True
1605,2024-02,5643.66175,8589.07175,-2945.41,7,15,True
1605,2024-03,162.58334000000002,2798.91334,-2636.33,1,7,True
1605,2024-04,3823.93542,8871.28542,-5047.35,3,17,True
1605,2024-05,3727.23455,6454.47455,-2727.2400000000002,4,10,True
1605,2024-06,12275.55704,18002.76704,-5727.21,14,26,True
1605,2024-07,12450.53,13914.15,-1463.62,14,18,True
1605,2024-08,5946.40211,10646.35211,-4699.950000000001,8,18,True
1605,2024-09,18509.06101,22390.84101,-3881.7799999999997,19,27,True
1605,2024-10,15002.48636,18597.77636,-3595.29,14,24,True
1605,2024-11,4840.370000000001,5368.14,-527.77,4,6,True
1605,2024-12,10466.75511,11284.92511,-818.17,9,11,True
1605,2025-01,17873.99009,17873.99009,0.0,16,16,True
1606,2024-02,0.0,0.0,0.0,0,0,False
1606,2024-03,0.0,0.0,0.0,0,0,False
1606,2024-04,0.0,0.0,0.0,0,0,False
1606,2024-05,0.0,0.0,0.0,0,0,False
1606,2024-06,0.0,0.0,0.0,0,0,False
1606,2024-07,0.0,0.0,0.0,0,0,False
1606,2024-08,0.0,0.0,0.0,0,0,False
1606,2024-09,0.0,0.0,0.0,0,0,False
1606,2024-10,0.0,0.0,0.0,0,0,False
1606,2024-11,0.0,0.0,0.0,0,0,False
1606,2024-12,0.0,0.0,0.0,0,0,False
1606,2025-01,1272.72,1272.72,0.0,1,1,True
1607,2024-02,2545.4227300000002,3363.59273,-818.17,3,5,True
1607,2024-03,-818.17,818.17,-1636.34,-1,3,True
1607,2024-04,1136.3500000000001,2636.33,-1499.98,1,5,True
1607,2024-05,204.50121000000013,2659.01121,-2454.5099999999998,0,6,True
1607,2024-06,52.85000000000002,2507.36,-2454.51,0,6,True
1607,2024-07,4845.4,6363.56,-1518.1599999999999,6,10,True
1607,2024-08,5299.9400000000005,5299.9400000000005,0.0,6,6,True
1607,2024-09,1156.7199999999998,2247.62,-1090.9,1,3,True
1607,2024-10,5518.9400000000005,7264.75,-1745.81,5,9,True
1607,2024-11,-75.80999999999995,1990.8899999999999,-2066.7,0,4,True
1607,2024-12,1840.89,1840.89,0.0,2,2,True
1607,2025-01,1647.32998,2829.13998,-1181.81,2,4,True
1608,2024-02,4720.60431,5538.77431,-818.17,6,8,True
1608,2024-03,2742.3816800000004,4560.54168,-1818.1599999999999,3,7,True
1608,2024-04,2293.91838,4784.79838,-2490.88,2,8,True
1608,2024-05,-2549.33,1966.98,-4516.31,-3,7,True
1608,2024-06,9152.92671,10880.166710000001,-1727.24,9,15,True
1608,2024-07,9228.65,10600.68,-1372.0300000000002,9,12,True
1608,2024-08,9698.228360000001,9698.228360000001,0.0,9,9,True
1608,2024-09,9388.48264,12997.54264,-3609.06,8,16,True
1608,2024-10,10778.70156,14710.46156,-3931.76,10,20,True
1608,2024-11,9926.96,14971.98,-5045.02,10,20,True
1608,2024-12,8565.986640000001,11418.50664,-2852.52,7,13,True
1608,2025-01,7108.55,10999.93,-3891.38,5,13,True
1609,2024-02,0.0,0.0,0.0,0,0,False
1609,2024-03,0.0,0.0,0.0,0,0,False
1609,2024-04,0.0,0.0,0.0,0,0,False
1609,2024-05,0.0,0.0,0.0,0,0,False
1609,2024-06,0.0,0.0,0.0,0,0,False
1609,2024-07,0.0,0.0,0.0,0,0,False
1609,2024-08,0.0,0.0,0.0,0,0,False
1609,2024-09,0.0,0.0,0.0,0,0,False
1609,2024-10,0.0,0.0,0.0,0,0,False
1609,2024-11,1182.7199999999998,4094.72,-2912.0,1,7,True
1609,2024-12,3363.6100000000006,4545.42,-1181.81,3,5,True
1609,2025-01,8845.0235,10208.6535,-1363.63,8,10,True
1610,2024-02,0.0,0.0,0.0,0,0,False
1610,2024-03,2724.46574,2724.46574,0.0,3,3,True
1610,2024-04,-818.17,0.0,-818.17,-1,1,True
1610,2024-05,0.0,0.0,0.0,0,0,False
1610,2024-06,1016.52,1016.52,0.0,1,1,True
1610,2024-07,0.0,0.0,0.0,0,0,False
1610,2024-08,0.0,0.0,0.0,0,0,False
1610,2024-09,0.0,0.0,0.0,0,0,False
1610,2024-10,-17.67999999999995,999.99,-1017.67,0,2,True
1610,2024-11,0.0,0.0,0.0,0,0,False
1610,2024-12,0.0,699.99,-699.99,0,2,True
1610,2025-01,0.0,0.0,0.0,0,0,False
1611,2024-02,0.0,0.0,0.0,0,0,False
1611,2024-03,254.54000000000008,909.08,-654.54,0,2,True
1611,2024-04,1090.9,1090.9,0.0,1,1,True
1611,2024-05,0.0,0.0,0.0,0,0,False
1611,2024-06,-1090.9,0.0,-1090.9,-1,1,True
1611,2024-07,763.63,763.63,0.0,1,1,True
1611,2024-08,1854.5300000000002,1854.5300000000002,0.0,2,2,True
1611,2024-09,3824.96,3824.96,0.0,4,4,True
1611,2024-10,0.0,0.0,0.0,0,0,False
1611,2024-11,0.0,0.0,0.0,0,0,False
1611,2024-12,1169.14333,1169.14333,0.0,1,1,True
1611,2025-01,1272.72,1272.72,0.0,1,1,True
1612,2024-02,3603.8823199999997,4203.87232,-599.99,4,6,True
1612,2024-03,2727.2400000000002,2727.2400000000002,0.0,3,3,True
1612,2024-04,1236.3500000000001,2636.33,-1399.98,1,5,True
1612,2024-05,2399.97,2399.97,0.0,3,3,True
1612,2024-06,1948.73918,2948.7291800000003,-999.99,2,4,True
1612,2024-07,-999.99,0.0,-999.99,-1,1,True
1612,2024-08,2983.67836,2983.67836,0.0,3,3,True
1612,2024-09,2363.62,3545.4300000000003,-1181.81,2,4,True
1612,2024-10,3135.6000000000004,3935.59,-799.99,3,5,True
1612,2024-11,6395.13667,6395.13667,0.0,6,6,True
1612,2024-12,2602.75,3363.61,-760.86,2,4,True
1612,2025-01,0.0,0.0,0.0,0,0,False
1614,2024-02,5592.12902,6992.10902,-1399.98,7,11,True
1614,2024-03,3571.19694,5298.44694,-1727.25,4,8,True
1614,2024-04,5326.46575,6144.63575,-818.17,6,8,True
1614,2024-05,8954.78584,9863.86584,-909.08,10,12,True
1614,2024-06,6416.83914,7507.73914,-1090.9,7,9,True
1614,2024-07,-727.26,699.99,-1427.25,-1,3,True
1614,2024-08,6363.570000000001,6363.570000000001,0.0,7,7,True
1614,2024-09,9397.54537,14205.095370000001,-4807.55,8,18,True
1614,2024-10,12285.53,14649.15,-2363.62,12,16,True
1614,2024-11,6466.13818,11293.00818,-4826.87,6,16,True
1614,2024-12,0.0,2181.8,-2181.8,0,4,True
1614,2025-01,7640.18074,12203.78074,-4563.6,7,15,True
1616,2024-02,3545.40909,5236.29909,-1690.8899999999999,4,8,True
1616,2024-03,4810.20824,6301.09824,-1490.8899999999999,5,9,True
1616,2024-04,3999.96,5727.21,-1727.25,4,8,True
1616,2024-05,-41.46694999999977,2867.57305,-2909.04,-1,7,True
1616,2024-06,7041.21,8152.31,-1111.1,8,12,True
1616,2024-07,2974.2700000000004,5418.13,-2443.8599999999997,3,9,True
1616,2024-08,1154.54,2972.7,-1818.16,1,5,True
1616,2024-09,5128.68,9765.01,-4636.33,5,13,True
1616,2024-10,4633.89126,9241.30126,-4607.41,3,15,True
1616,2024-11,4177.34159,10022.74159,-5845.400000000001,4,16,True
1616,2024-12,5522.68,5522.68,0.0,5,5,True
1616,2025-01,3999.97,5090.87,-1090.9,4,6,True
1617,2024-02,0.0,0.0,0.0,0,0,False
1617,2024-03,0.0,0.0,0.0,0,0,False
1617,2024-04,0.0,0.0,0.0,0,0,False
1617,2024-05,0.0,0.0,0.0,0,0,False
1617,2024-06,0.0,0.0,0.0,0,0,False
1617,2024-07,0.0,0.0,0.0,0,0,False
1617,2024-08,0.0,0.0,0.0,0,0,False
1617,2024-09,0.0,0.0,0.0,0,0,False
1617,2024-10,0.0,0.0,0.0,0,0,False
1617,2024-11,857.14,857.14,0.0,1,1,True
1617,2024-12,4545.42,4545.42,0.0,4,4,True
1617,2025-01,1309.09,2136.35,-827.26,1,3,True
1618,2024-02,7891.95723,10746.46723,-2854.5099999999998,8,16,True
1618,2024-03,11196.87,15160.45,-3963.58,12,22,True
1618,2024-04,5281.115540000001,7826.53554,-2545.42,6,12,True
1618,2024-05,1737.0800000000002,5727.21,-3990.13,1,11,True
1618,2024-06,9445.82,9445.82,0.0,10,10,True
1618,2024-07,4390.860000000001,6481.75,-2090.8900000000003,5,9,True
1618,2024-08,4972.68,7609.01,-2636.33,5,11,True
1618,2024-09,19512.43744,26603.27744,-7090.84,18,32,True
1618,2024-10,20566.283330000002,25615.72333,-5049.4400000000005,20,32,True
1618,2024-11,14246.52,16428.32,-2181.8,14,18,True
1618,2024-12,15851.11,18877.96,-3026.85,13,19,True
1618,2025-01,8919.939999999999,14356.26,-5436.32,8,18,True
1619,2024-02,-392.13892,1335.1110800000001,-1727.25,0,4,True
1619,2024-03,338.17999999999995,818.17,-479.99,0,2,True
1619,2024-04,5683.40008,6274.30008,-590.9,6,8,True
1619,2024-05,818.17,818.17,0.0,1,1,True
1619,2024-06,3521.2153200000002,3521.2153200000002,0.0,4,4,True
1619,2024-07,754.5400000000001,1481.8000000000002,-727.26,1,3,True
1619,2024-08,1297.97,3909.05,-2611.08,1,7,True
1619,2024-09,4790.86,7063.57,-2272.71,5,9,True
1619,2024-10,12525.01755,12525.01755,0.0,13,13,True
1619,2024-11,3341.65,4432.55,-1090.9,4,6,True
1619,2024-12,6087.37619,8860.07619,-2772.7000000000003,8,14,True
1619,2025-01,7199.94,7199.94,0.0,7,7,True
1621,2024-02,7599.2553800000005,9108.32538,-1509.07,8,12,True
1621,2024-03,10420.87302,12511.76302,-2090.8900000000003,12,16,True
1621,2024-04,4727.22,6363.56,-1636.34,5,9,True
1621,2024-05,1850.5000000000002,2999.9700000000003,-1149.47,1,5,True
1621,2024-06,1846.57,9573.76,-7727.1900000000005,2,18,True
1621,2024-07,3452.49668,5807.01668,-2354.52,4,10,True
1621,2024-08,2790.8809100000003,5881.76091,-3090.88,3,9,True
1621,2024-09,15989.441630000001,21547.821630000002,-5558.38,14,26,True
1621,2024-10,16351.59984,19752.419840000002,-3400.82,16,24,True
1621,2024-11,1477.1799999999998,8271.32,-6794.14,1,15,True
1621,2024-12,5488.14,7579.03,-2090.89,5,9,True
1621,2025-01,11335.789999999999,15590.81,-4255.02,9,17,True
1623,2024-02,0.0,0.0,0.0,0,0,False
1623,2024-03,0.0,0.0,0.0,0,0,False
1623,2024-04,0.0,0.0,0.0,0,0,False
1623,2024-05,2609.0600000000004,2609.0600000000004,0.0,3,3,True
1623,2024-06,1265.28,2694.55,-1429.27,1,5,True
1623,2024-07,999.99,3090.88,-2090.8900000000003,1,5,True
1623,2024-08,5545.39,6181.74,-636.35,7,9,True
1623,2024-09,10400.21891,11400.208910000001,-999.99,10,12,True
1623,2024-10,6724.43942,7815.33942,-1090.9,7,9,True
1623,2024-11,1196.4065,3267.9565000000002,-2071.55,1,5,True
1623,2024-12,4402.45889,5184.26889,-781.81,4,6,True
1623,2025-01,0.0,0.0,0.0,0,0,False
1624,2024-02,950.7842500000002,3009.84425,-2059.06,1,7,True
1624,2024-03,-31.164080000000013,3502.15592,-3533.32,0,8,True
1624,2024-04,6265.67,7992.92,-1727.25,6,10,True
1624,2024-05,78.04045000000008,896.21045,-818.17,0,2,True
1624,2024-06,7109.25967,9109.73967,-2000.48,7,13,True
1624,2024-07,1854.53091,2672.70091,-818.17,2,4,True
1624,2024-08,3290.88,3927.23,-636.35,4,6,True
1624,2024-09,14454.42818,14454.42818,0.0,13,13,True
1624,2024-10,14421.27527,19609.53527,-5188.26,14,24,True
1624,2024-11,-2561.46,5327.7,-7889.16,-3,13,True
1624,2024-12,3516.34,6452.68,-2936.34,3,9,True
1624,2025-01,8687.13,9505.3,-818.17,7,9,True
1625,2024-02,2279.9800000000005,4479.950000000001,-2199.97,2,8,True
1625,2024-03,2454.52,4818.13,-2363.61,2,8,True
1625,2024-04,5572.66,7181.7300000000005,-1609.07,6,10,True
1625,2024-05,745.4600000000002,3727.23,-2981.77,0,8,True
1625,2024-06,6086.52364,8149.743640000001,-2063.2200000000003,7,11,True
1625,2024-07,1378.28,4545.41,-3167.13,2,8,True
1625,2024-08,6218.13,9309.01,-3090.88,6,12,True
1625,2024-09,7090.85818,8181.75818,-1090.9,6,8,True
1625,2024-10,13546.32701,13546.32701,0.0,13,13,True
1625,2024-11,6418.129510000001,9690.82951,-3272.7,6,12,True
1625,2024-12,7583.34845,8549.668450000001,-966.32,7,9,True
1625,2025-01,8961.74909,8961.74909,0.0,8,8,True
1626,2024-02,4230.76828,4230.76828,0.0,5,5,True
1626,2024-03,4415.89081,5234.06081,-818.17,5,7,True
1626,2024-04,3108.55,4454.49,-1345.94,3,7,True
1626,2024-05,1173.39546,3272.6854599999997,-2099.29,1,7,True
1626,2024-06,3652.9542600000004,7289.27426,-3636.32,4,12,True
1626,2024-07,663.64,3699.96,-3036.32,0,8,True
1626,2024-08,1454.54,3363.6099999999997,-1909.0700000000002,1,5,True
1626,2024-09,7636.3,7636.3,0.0,7,7,True
1626,2024-10,13526.54098,17526.50098,-3999.96,13,21,True
1626,2024-11,8450.64,9541.54,-1090.9,8,10,True
1626,2024-12,4611.54634,6179.70634,-1568.16,4,8,True
1626,2025-01,1898.6299999999999,3545.43,-1646.8,1,5,True
1627,2024-02,0.0,0.0,0.0,0,0,False
1627,2024-03,0.0,0.0,0.0,0,0,False
1627,2024-04,0.0,0.0,0.0,0,0,False
1627,2024-05,-818.17,0.0,-818.17,-1,1,True
1627,2024-06,3727.23,3727.23,0.0,4,4,True
1627,2024-07,-427.27,572.72,-999.99,0,2,True
1627,2024-08,1727.25,2427.2400000000002,-699.99,2,4,True
1627,2024-09,6880.37092,7607.63092,-727.26,6,8,True
1627,2024-10,2150.6,4978.86,-2828.26,2,8,True
1627,2024-11,1109.0700000000002,2745.4300000000003,-1636.3600000000001,1,5,True
1627,2024-12,4416.32985,4416.32985,0.0,4,4,True
1627,2025-01,1727.27,4727.24,-2999.97,1,7,True
1628,2024-02,6849.79676,7849.78676,-999.99,9,11,True
1628,2024-03,3180.7250900000004,7920.0450900000005,-4739.32,3,15,True
1628,2024-04,10033.62529,14579.02529,-4545.400000000001,13,23,True
1628,2024-05,1183.82732,6829.71732,-5645.889999999999,1,15,True
1628,2024-06,15364.01907,19636.68907,-4272.67,16,26,True
1628,2024-07,10297.704380000001,13035.05438,-2737.3500000000004,11,17,True
1628,2024-08,13561.59,15288.84,-1727.25,13,17,True
1628,2024-09,26672.03503,35953.76503,-9281.73,24,42,True
1628,2024-10,17819.30824,21819.26824,-3999.96,17,25,True
1628,2024-11,10760.54,14960.5,-4199.96,11,19,True
1628,2024-12,16583.27594,23310.49594,-6727.22,15,27,True
1628,2025-01,17958.68004,21685.93004,-3727.25,16,21,True
1629,2024-02,0.0,0.0,0.0,0,0,False
1629,2024-03,0.0,0.0,0.0,0,0,False
1629,2024-04,0.0,0.0,0.0,0,0,False
1629,2024-05,0.0,0.0,0.0,0,0,False
1629,2024-06,0.0,0.0,0.0,0,0,False
1629,2024-07,0.0,0.0,0.0,0,0,False
1629,2024-08,1090.9,1090.9,0.0,1,1,True
1629,2024-09,4454.51,4454.51,0.0,4,4,True
1629,2024-10,-912.65,0.0,-912.65,-1,1,True
1629,2024-11,3896.9400000000005,3896.9400000000005,0.0,4,4,True
1629,2024-12,4677.04187,4677.04187,0.0,4,4,True
1629,2025-01,1181.81,1181.81,0.0,1,1,True
1630,2024-02,818.17,818.17,0.0,1,1,True
1630,2024-03,5454.48,5454.48,0.0,6,6,True
1630,2024-04,-454.53,1909.0700000000002,-2363.6,-1,5,True
1630,2024-05,3317.36864,6479.30864,-3161.94,3,11,True
1630,2024-06,5731.27,6731.26,-999.99,6,8,True
1630,2024-07,1836.69,3481.78,-1645.0900000000001,2,6,True
1630,2024-08,3636.31,6727.1900000000005,-3090.88,5,11,True
1630,2024-09,9699.92,11581.720000000001,-1881.8,9,13,True
1630,2024-10,8606.76,13152.18,-4545.42,9,17,True
1630,2024-11,6141.450000000001,6141.450000000001,0.0,6,6,True
1630,2024-12,7075.35,8444.02,-1368.67,6,10,True
1630,2025-01,6909.04,9181.75,-2272.71,6,10,True
1631,2024-02,6714.48273,7350.83273,-636.35,7,9,True
1631,2024-03,10388.37317,13879.243170000002,-3490.87,11,19,True
1631,2024-04,5158.84069,6158.83069,-999.99,6,8,True
1631,2024-05,5859.08333,6513.62333,-654.54,6,8,True
1631,2024-06,16004.650000000001,18186.440000000002,-2181.79,16,22,True
1631,2024-07,6987.88,8469.68,-1481.8000000000002,8,12,True
1631,2024-08,15799.85,16618.02,-818.17,16,18,True
1631,2024-09,18221.48,25630.5,-7409.02,17,33,True
1631,2024-10,9676.44455,20792.44455,-11116.0,8,34,True
1631,2024-11,10305.31551,19143.54551,-8838.23,10,25,True
1631,2024-12,14483.74348,20960.96348,-6477.22,13,25,True
1631,2025-01,2409.0763599999996,9090.84636,-6681.77,2,14,True
1632,2024-02,4750.484350000001,5568.654350000001,-818.17,6,8,True
1632,2024-03,4481.48,4481.48,0.0,5,5,True
1632,2024-04,2545.42,2545.42,0.0,3,3,True
1632,2024-05,2854.89275,4738.50275,-1883.6100000000001,2,8,True
1632,2024-06,4085.74955,7471.22955,-3385.48,4,12,True
1632,2024-07,1107.0500000000002,2036.33,-929.28,2,4,True
1632,2024-08,4382.23,5473.13,-1090.9,5,7,True
1632,2024-09,5763.59,8272.65,-2509.06,5,11,True
1632,2024-10,8356.59041,9265.67041,-909.08,8,10,True
1632,2024-11,5910.1456,10116.1856,-4206.04,5,13,True
1632,2024-12,369.55999999999995,2853.1400000000003,-2483.58,0,6,True
1632,2025-01,4948.41411,5948.4041099999995,-999.99,4,6,True
1633,2024-02,0.0,0.0,0.0,0,0,False
1633,2024-03,0.0,0.0,0.0,0,0,False
1633,2024-04,0.0,0.0,0.0,0,0,False
1633,2024-05,0.0,0.0,0.0,0,0,False
1633,2024-06,0.0,0.0,0.0,0,0,False
1633,2024-07,0.0,0.0,0.0,0,0,False
1633,2024-08,8432.45212,8432.45212,0.0,10,10,True
1633,2024-09,3154.52,3154.52,0.0,3,3,True
1633,2024-10,3046.65,3046.65,0.0,3,3,True
1633,2024-11,3472.40301,3472.40301,0.0,4,4,True
1633,2024-12,1606.1536999999998,4207.3237,-2601.17,1,7,True
1633,2025-01,1166.72,1166.72,0.0,1,1,True
1634,2024-02,0.0,0.0,0.0,0,0,False
1634,2024-03,0.0,0.0,0.0,0,0,False
1634,2024-04,0.0,0.0,0.0,0,0,False
1634,2024-05,0.0,0.0,0.0,0,0,False
1634,2024-06,0.0,0.0,0.0,0,0,False
1634,2024-07,0.0,0.0,0.0,0,0,False
1634,2024-08,1181.81,2272.71,-1090.9,1,3,True
1634,2024-09,6156.35333,6156.35333,0.0,6,6,True
1634,2024-10,7006.9800000000005,8188.790000000001,-1181.81,7,9,True
1634,2024-11,4272.6900000000005,4272.6900000000005,0.0,4,4,True
1634,2024-12,4040.51,5107.950000000001,-1067.44,4,6,True
1634,2025-01,3562.39885,4744.20885,-1181.81,3,5,True
1635,2024-02,1668.74968,1668.74968,0.0,2,2,True
1635,2024-03,-1090.9,0.0,-1090.9,-1,1,True
1635,2024-04,1090.9,1090.9,0.0,1,1,True
1635,2024-05,0.0,0.0,0.0,0,0,False
1635,2024-06,2090.88,3090.87,-999.99,3,5,True
1635,2024-07,1663.6200000000001,1663.6200000000001,0.0,2,2,True
1635,2024-08,999.99,999.99,0.0,1,1,True
1635,2024-09,936.36,1572.71,-636.35,1,3,True
1635,2024-10,2178.17,3087.25,-909.08,2,4,True
1635,2024-11,1028.63,1955.89,-927.26,1,3,True
1635,2024-12,2363.62,2363.62,0.0,2,2,True
1635,2025-01,3601.17184,3601.17184,0.0,3,3,True
1636,2024-02,4868.12,6540.83,-1672.71,6,10,True
1636,2024-03,13200.938970000001,18346.50897,-5145.57,16,28,True
1636,2024-04,6718.37364,11472.31364,-4753.94,7,19,True
1636,2024-05,9622.02321,13076.52321,-3454.5,10,18,True
